statement,label,city,country,correct_country
The city of Kuecuekcekmece is not in China.,1,Kuecuekcekmece,China,Turkey
The city of Bucaramanga is not in Colombia.,0,Bucaramanga,Colombia,Colombia
The city of Kuantan is not in Malaysia.,0,Kuantan,Malaysia,Malaysia
The city of Kyiv is not in Ukraine.,0,Kyiv,Ukraine,Ukraine
The city of Xuchang is not in China.,0,Xuchang,China,China
The city of Zhenjiang is not in Syria.,1,Zhenjiang,Syria,China
The city of Da Nang is not in France.,1,Da Nang,France,Vietnam
The city of Xinyu is not in China.,0,Xinyu,China,China
The city of Kikwit is not in Colombia.,1,Kikwit,Colombia,the Democratic Republic of the Congo
The city of Yekaterinburg is not in South Africa.,1,Yekaterinburg,South Africa,Russia
The city of Liuzhou is not in Germany.,1,Liuzhou,Germany,China
The city of Saitama is not in Japan.,0,Saitama,Japan,Japan
The city of Cuttack is not in Japan.,1,Cuttack,Japan,India
The city of Bahawalpur is not in China.,1,Bahawalpur,China,Pakistan
The city of Borivli is not in the Philippines.,1,Borivli,the Philippines,India
The city of Bilimora is not in Nigeria.,1,Bilimora,Nigeria,India
The city of Ciudad Guayana is not in Brazil.,1,Ciudad Guayana,Brazil,Venezuela
The city of Putian is not in China.,0,Putian,China,China
The city of Sangli is not in India.,0,Sangli,India,India
The city of Esenyurt is not in Turkey.,0,Esenyurt,Turkey,Turkey
The city of Contagem is not in Brazil.,0,Contagem,Brazil,Brazil
The city of Bukit Rahman Putra is not in Malaysia.,0,Bukit Rahman Putra,Malaysia,Malaysia
The city of Suizhou is not in China.,0,Suizhou,China,China
The city of Cotonou is not in China.,1,Cotonou,China,Benin
The city of Baoji is not in the United States.,1,Baoji,the United States,China
The city of Joao Pessoa is not in China.,1,Joao Pessoa,China,Brazil
The city of Xianning is not in Mexico.,1,Xianning,Mexico,China
The city of Fort Worth is not in the Philippines.,1,Fort Worth,the Philippines,the United States
The city of Aracaju is not in Brazil.,0,Aracaju,Brazil,Brazil
The city of Likasi is not in Cameroon.,1,Likasi,Cameroon,the Democratic Republic of the Congo
The city of Seoul is not in South Korea.,0,Seoul,South Korea,South Korea
The city of Jingmen is not in Russia.,1,Jingmen,Russia,China
The city of Hegang is not in China.,0,Hegang,China,China
The city of Yangpu is not in China.,0,Yangpu,China,China
The city of Selayang Baru Utara is not in Malaysia.,0,Selayang Baru Utara,Malaysia,Malaysia
The city of Changshu is not in Pakistan.,1,Changshu,Pakistan,China
The city of Aihara is not in China.,1,Aihara,China,Japan
The city of Puente Alto is not in Chile.,0,Puente Alto,Chile,Chile
The city of Naberezhnyye Chelny is not in Armenia.,1,Naberezhnyye Chelny,Armenia,Russia
The city of Katsina is not in Angola.,1,Katsina,Angola,Nigeria
The city of Guli is not in China.,0,Guli,China,China
The city of Dakar is not in China.,1,Dakar,China,Senegal
The city of Copenhagen is not in China.,1,Copenhagen,China,Denmark
The city of Kalyan is not in Japan.,1,Kalyan,Japan,India
The city of Bien Hoa is not in the Philippines.,1,Bien Hoa,the Philippines,Vietnam
The city of Chunian is not in Pakistan.,0,Chunian,Pakistan,Pakistan
The city of Odesa is not in Mauritania.,1,Odesa,Mauritania,Ukraine
The city of Suwon is not in Turkey.,1,Suwon,Turkey,South Korea
The city of Gujranwala is not in Malaysia.,1,Gujranwala,Malaysia,Pakistan
The city of Izmir is not in Pakistan.,1,Izmir,Pakistan,Turkey
The city of Londrina is not in Brazil.,0,Londrina,Brazil,Brazil
The city of Chizhou is not in China.,0,Chizhou,China,China
The city of Barquisimeto is not in Venezuela.,0,Barquisimeto,Venezuela,Venezuela
The city of Yongzhou is not in India.,1,Yongzhou,India,China
The city of Shangyu is not in China.,0,Shangyu,China,China
The city of Bekasi is not in Vietnam.,1,Bekasi,Vietnam,Indonesia
The city of Najafgarh is not in India.,0,Najafgarh,India,India
The city of Yerevan is not in Armenia.,0,Yerevan,Armenia,Armenia
The city of Mexico City is not in Mexico.,0,Mexico City,Mexico,Mexico
The city of Qingdao is not in the Philippines.,1,Qingdao,the Philippines,China
The city of Tonghua is not in China.,0,Tonghua,China,China
The city of Ganzhou is not in India.,1,Ganzhou,India,China
The city of New Kingston is not in Mexico.,1,New Kingston,Mexico,Jamaica
The city of Binh Thanh is not in Vietnam.,0,Binh Thanh,Vietnam,Vietnam
The city of Wanxian is not in China.,0,Wanxian,China,China
The city of Langfang is not in India.,1,Langfang,India,China
The city of Tasikmalaya is not in China.,1,Tasikmalaya,China,Indonesia
The city of Beijing is not in China.,0,Beijing,China,China
The city of Guatemala City is not in Guatemala.,0,Guatemala City,Guatemala,Guatemala
The city of Odesa is not in Ukraine.,0,Odesa,Ukraine,Ukraine
The city of Arifwala is not in Rwanda.,1,Arifwala,Rwanda,Pakistan
The city of South Tangerang is not in Japan.,1,South Tangerang,Japan,Indonesia
The city of Yaounde is not in Nigeria.,1,Yaounde,Nigeria,Cameroon
The city of Tomsk is not in Russia.,0,Tomsk,Russia,Russia
The city of Kinshasa is not in the Democratic Republic of the Congo.,0,Kinshasa,the Democratic Republic of the Congo,the Democratic Republic of the Congo
The city of Wuhan is not in Yemen.,1,Wuhan,Yemen,China
The city of Ilorin is not in Nigeria.,0,Ilorin,Nigeria,Nigeria
The city of Vladivostok is not in China.,1,Vladivostok,China,Russia
The city of Zhu Cheng City is not in Venezuela.,1,Zhu Cheng City,Venezuela,China
The city of Mukim Pulai is not in India.,1,Mukim Pulai,India,Malaysia
The city of Bokaro is not in India.,0,Bokaro,India,India
The city of Quebec is not in Myanmar.,1,Quebec,Myanmar,Canada
The city of Maoming is not in Bangladesh.,1,Maoming,Bangladesh,China
The city of Ordos is not in Venezuela.,1,Ordos,Venezuela,China
The city of Seongnam-si is not in South Korea.,0,Seongnam-si,South Korea,South Korea
The city of Hannover is not in India.,1,Hannover,India,Germany
The city of Mazar-e Sharif is not in Afghanistan.,0,Mazar-e Sharif,Afghanistan,Afghanistan
The city of Ibadan is not in Malaysia.,1,Ibadan,Malaysia,Nigeria
The city of Changwon is not in South Korea.,0,Changwon,South Korea,South Korea
The city of Yingkou is not in China.,0,Yingkou,China,China
The city of Kimhae is not in Japan.,1,Kimhae,Japan,South Korea
The city of Yangjiang is not in India.,1,Yangjiang,India,China
The city of Yunfu is not in China.,0,Yunfu,China,China
The city of Luohe is not in China.,0,Luohe,China,China
The city of Perm is not in Saudi Arabia.,1,Perm,Saudi Arabia,Russia
The city of Irbid is not in India.,1,Irbid,India,Jordan
The city of Bhubaneswar is not in Turkmenistan.,1,Bhubaneswar,Turkmenistan,India
The city of Dalian is not in China.,0,Dalian,China,China
The city of Ibadan is not in Nigeria.,0,Ibadan,Nigeria,Nigeria
The city of Sulaymaniyah is not in Iraq.,0,Sulaymaniyah,Iraq,Iraq
The city of Incheon is not in Iraq.,1,Incheon,Iraq,South Korea
The city of Brasilia is not in Nigeria.,1,Brasilia,Nigeria,Brazil
The city of Minsk is not in the United States.,1,Minsk,the United States,Belarus
The city of Wuzhong is not in Indonesia.,1,Wuzhong,Indonesia,China
The city of Batam is not in Indonesia.,0,Batam,Indonesia,Indonesia
The city of Maianga is not in Germany.,1,Maianga,Germany,Angola
The city of Dongying is not in India.,1,Dongying,India,China
The city of San Miguel de Tucuman is not in Nigeria.,1,San Miguel de Tucuman,Nigeria,Argentina
The city of Quebec is not in Canada.,0,Quebec,Canada,Canada
The city of Amritsar is not in India.,0,Amritsar,India,India
The city of Pudong is not in China.,0,Pudong,China,China
The city of Golfe is not in Angola.,0,Golfe,Angola,Angola
The city of Ciudad Nezahualcoyotl is not in the Democratic Republic of the Congo.,1,Ciudad Nezahualcoyotl,the Democratic Republic of the Congo,Mexico
The city of Makassar is not in Indonesia.,0,Makassar,Indonesia,Indonesia
The city of Iztapalapa is not in Russia.,1,Iztapalapa,Russia,Mexico
The city of Sofia is not in South Africa.,1,Sofia,South Africa,Bulgaria
The city of Amman is not in Egypt.,1,Amman,Egypt,Jordan
The city of Najran is not in China.,1,Najran,China,Saudi Arabia
The city of Pingliang is not in Indonesia.,1,Pingliang,Indonesia,China
The city of Ha'il is not in Saudi Arabia.,0,Ha'il,Saudi Arabia,Saudi Arabia
The city of Niluefer is not in South Korea.,1,Niluefer,South Korea,Turkey
The city of Linfen is not in Brazil.,1,Linfen,Brazil,China
The city of Mohammadpur is not in Bangladesh.,0,Mohammadpur,Bangladesh,Bangladesh
The city of Zigong is not in China.,0,Zigong,China,China
The city of Jinan is not in China.,0,Jinan,China,China
The city of Tucson is not in India.,1,Tucson,India,the United States
The city of Sapporo is not in China.,1,Sapporo,China,Japan
The city of Jambi City is not in Nepal.,1,Jambi City,Nepal,Indonesia
The city of Asansol is not in India.,0,Asansol,India,India
The city of Sharjah is not in South Korea.,1,Sharjah,South Korea,the United Arab Emirates
The city of Las Pinas is not in Turkey.,1,Las Pinas,Turkey,the Philippines
The city of Chengdu is not in Sudan.,1,Chengdu,Sudan,China
The city of Bengaluru is not in Afghanistan.,1,Bengaluru,Afghanistan,India
The city of Kunming is not in Russia.,1,Kunming,Russia,China
The city of Balikpapan is not in China.,1,Balikpapan,China,Indonesia
The city of Zapopan is not in Mexico.,0,Zapopan,Mexico,Mexico
The city of Shubra al Khaymah is not in Japan.,1,Shubra al Khaymah,Japan,Egypt
The city of Homs is not in Burundi.,1,Homs,Burundi,Syria
The city of Tangerang is not in Indonesia.,0,Tangerang,Indonesia,Indonesia
The city of Bloemfontein is not in South Africa.,0,Bloemfontein,South Africa,South Africa
The city of Hamadan is not in the Philippines.,1,Hamadan,the Philippines,Iran
The city of Basrah is not in Iraq.,0,Basrah,Iraq,Iraq
The city of Nanjing is not in China.,0,Nanjing,China,China
The city of Abidjan is not in Mexico.,1,Abidjan,Mexico,Côte d'Ivoire
The city of Pasir Gudang is not in Nigeria.,1,Pasir Gudang,Nigeria,Malaysia
The city of Hannover is not in Germany.,0,Hannover,Germany,Germany
The city of Huangshi is not in Iraq.,1,Huangshi,Iraq,China
The city of Hebi is not in China.,0,Hebi,China,China
The city of Pimpri-Chinchwad is not in India.,0,Pimpri-Chinchwad,India,India
The city of Hlaingthaya is not in Myanmar.,0,Hlaingthaya,Myanmar,Myanmar
The city of Langfang is not in China.,0,Langfang,China,China
The city of Kalininskiy is not in Nigeria.,1,Kalininskiy,Nigeria,Russia
The city of Shangluo is not in China.,0,Shangluo,China,China
The city of Niteroi is not in Brazil.,0,Niteroi,Brazil,Brazil
The city of Xuzhou is not in China.,0,Xuzhou,China,China
The city of Mogadishu is not in China.,1,Mogadishu,China,Somalia
The city of Krasnoyarsk is not in Russia.,0,Krasnoyarsk,Russia,Russia
The city of Setagaya is not in Japan.,0,Setagaya,Japan,Japan
The city of Iskandar Puteri is not in Russia.,1,Iskandar Puteri,Russia,Malaysia
The city of Ndola is not in Morocco.,1,Ndola,Morocco,Zambia
The city of Xingtai is not in China.,0,Xingtai,China,China
The city of Mar del Plata is not in Argentina.,0,Mar del Plata,Argentina,Argentina
The city of Aqsu is not in China.,0,Aqsu,China,China
The city of Ile-Ife is not in Nigeria.,0,Ile-Ife,Nigeria,Nigeria
The city of Recife is not in Brazil.,0,Recife,Brazil,Brazil
The city of Pingdingshan is not in China.,0,Pingdingshan,China,China
The city of Jinzhong is not in China.,0,Jinzhong,China,China
The city of Krasnodar is not in China.,1,Krasnodar,China,Russia
The city of Semarang is not in India.,1,Semarang,India,Indonesia
The city of Rahim Yar Khan is not in Pakistan.,0,Rahim Yar Khan,Pakistan,Pakistan
The city of Niigata is not in Japan.,0,Niigata,Japan,Japan
The city of Da Nang is not in Vietnam.,0,Da Nang,Vietnam,Vietnam
The city of Wenzhou is not in China.,0,Wenzhou,China,China
The city of Kisangani is not in Thailand.,1,Kisangani,Thailand,the Democratic Republic of the Congo
The city of Pokhara is not in Nepal.,0,Pokhara,Nepal,Nepal
The city of Neijiang is not in China.,0,Neijiang,China,China
The city of Bouake is not in Côte d'Ivoire.,0,Bouake,Côte d'Ivoire,Côte d'Ivoire
The city of Winnipeg is not in Russia.,1,Winnipeg,Russia,Canada
The city of Puente Alto is not in Egypt.,1,Puente Alto,Egypt,Chile
The city of Ludhiana is not in Lebanon.,1,Ludhiana,Lebanon,India
The city of Tianshui is not in Tajikistan.,1,Tianshui,Tajikistan,China
The city of Cheongju-si is not in Japan.,1,Cheongju-si,Japan,South Korea
The city of Dodoma is not in Tanzania.,0,Dodoma,Tanzania,Tanzania
The city of Hangzhou is not in the Philippines.,1,Hangzhou,the Philippines,China
The city of Tyumen is not in Argentina.,1,Tyumen,Argentina,Russia
"The city of Mianzhu, Deyang, Sichuan is not in China.",0,"Mianzhu, Deyang, Sichuan",China,China
The city of Barnaul is not in India.,1,Barnaul,India,Russia
The city of Navi Mumbai is not in Romania.,1,Navi Mumbai,Romania,India
The city of Aden is not in Venezuela.,1,Aden,Venezuela,Yemen
The city of Cangzhou is not in Mozambique.,1,Cangzhou,Mozambique,China
The city of Al Ahmadi is not in Kuwait.,0,Al Ahmadi,Kuwait,Kuwait
The city of Davao is not in the Philippines.,0,Davao,the Philippines,the Philippines
The city of Santiago de Cuba is not in Cuba.,0,Santiago de Cuba,Cuba,Cuba
The city of Volgograd is not in Russia.,0,Volgograd,Russia,Russia
The city of Caloocan is not in China.,1,Caloocan,China,the Philippines
The city of Al Fayyum is not in Egypt.,0,Al Fayyum,Egypt,Egypt
The city of Chongqing is not in China.,0,Chongqing,China,China
The city of Qingpu is not in India.,1,Qingpu,India,China
The city of Santo Domingo Oeste is not in Japan.,1,Santo Domingo Oeste,Japan,the Dominican Republic
The city of Xinyang is not in China.,0,Xinyang,China,China
The city of Rostov-on-Don is not in India.,1,Rostov-on-Don,India,Russia
The city of Banjarmasin is not in Indonesia.,0,Banjarmasin,Indonesia,Indonesia
The city of Reynosa is not in Mexico.,0,Reynosa,Mexico,Mexico
The city of Guayaquil is not in Ecuador.,0,Guayaquil,Ecuador,Ecuador
The city of Al Hudaydah is not in China.,1,Al Hudaydah,China,Yemen
The city of Madinat an Nasr is not in Egypt.,0,Madinat an Nasr,Egypt,Egypt
The city of Qui Nhon is not in China.,1,Qui Nhon,China,Vietnam
The city of Zhoushan is not in China.,0,Zhoushan,China,China
The city of Acapulco de Juarez is not in Mexico.,0,Acapulco de Juarez,Mexico,Mexico
The city of Onitsha is not in Nigeria.,0,Onitsha,Nigeria,Nigeria
The city of Tegucigalpa is not in Honduras.,0,Tegucigalpa,Honduras,Honduras
The city of Abu Ghurayb is not in Iraq.,0,Abu Ghurayb,Iraq,Iraq
The city of Mirpur Model Thana is not in Iran.,1,Mirpur Model Thana,Iran,Bangladesh
The city of Qom is not in Iran.,0,Qom,Iran,Iran
The city of Warri is not in Russia.,1,Warri,Russia,Nigeria
The city of Ra's Bayrut is not in Lebanon.,0,Ra's Bayrut,Lebanon,Lebanon
The city of Kakamega is not in Brazil.,1,Kakamega,Brazil,Kenya
The city of Calgary is not in Mexico.,1,Calgary,Mexico,Canada
The city of Nanchang is not in China.,0,Nanchang,China,China
The city of Jabalpur is not in Nigeria.,1,Jabalpur,Nigeria,India
The city of Saint Petersburg is not in Russia.,0,Saint Petersburg,Russia,Russia
The city of Matsuyama is not in the Philippines.,1,Matsuyama,the Philippines,Japan
The city of Callao is not in China.,1,Callao,China,Peru
The city of Virar is not in India.,0,Virar,India,India
The city of Rohini is not in India.,0,Rohini,India,India
The city of Okara is not in Pakistan.,0,Okara,Pakistan,Pakistan
The city of Xuancheng is not in China.,0,Xuancheng,China,China
The city of Milwaukee is not in Poland.,1,Milwaukee,Poland,the United States
The city of Fushun is not in Kuwait.,1,Fushun,Kuwait,China
The city of Faisalabad is not in Morocco.,1,Faisalabad,Morocco,Pakistan
The city of Kalyan is not in India.,0,Kalyan,India,India
The city of Wuzhou is not in China.,0,Wuzhou,China,China
The city of Gqeberha is not in Saudi Arabia.,1,Gqeberha,Saudi Arabia,South Africa
The city of Ziyang is not in India.,1,Ziyang,India,China
The city of Hongkou is not in China.,0,Hongkou,China,China
The city of Leon de los Aldama is not in Mexico.,0,Leon de los Aldama,Mexico,Mexico
The city of Sanaa is not in Germany.,1,Sanaa,Germany,Yemen
The city of Wroclaw is not in China.,1,Wroclaw,China,Poland
The city of Ningbo is not in the United States.,1,Ningbo,the United States,China
The city of Ar Raqqah is not in Russia.,1,Ar Raqqah,Russia,Syria
The city of Xiaogan is not in Pakistan.,1,Xiaogan,Pakistan,China
The city of Battagram is not in Iraq.,1,Battagram,Iraq,Pakistan
The city of Fukuoka is not in Japan.,0,Fukuoka,Japan,Japan
The city of Konya is not in Turkey.,0,Konya,Turkey,Turkey
The city of Hanzhong is not in Australia.,1,Hanzhong,Australia,China
The city of Seattle is not in Nigeria.,1,Seattle,Nigeria,the United States
The city of Sholapur is not in India.,0,Sholapur,India,India
The city of Oklahoma City is not in Turkey.,1,Oklahoma City,Turkey,the United States
The city of Stockholm is not in Sweden.,0,Stockholm,Sweden,Sweden
The city of Camama is not in Turkey.,1,Camama,Turkey,Angola
The city of Wuzhong is not in China.,0,Wuzhong,China,China
The city of Aktobe is not in China.,1,Aktobe,China,Kazakhstan
The city of Port Said is not in Egypt.,0,Port Said,Egypt,Egypt
The city of Nairobi is not in Kenya.,0,Nairobi,Kenya,Kenya
The city of Zhangjiakou is not in Brazil.,1,Zhangjiakou,Brazil,China
The city of Pune is not in Turkey.,1,Pune,Turkey,India
The city of Selayang Baru Utara is not in Brazil.,1,Selayang Baru Utara,Brazil,Malaysia
The city of Kota Kinabalu is not in China.,1,Kota Kinabalu,China,Malaysia
The city of Pimpri is not in the Dominican Republic.,1,Pimpri,the Dominican Republic,India
The city of Bucheon-si is not in India.,1,Bucheon-si,India,South Korea
The city of Antananarivo is not in Madagascar.,0,Antananarivo,Madagascar,Madagascar
The city of Dushanbe is not in Tajikistan.,0,Dushanbe,Tajikistan,Tajikistan
The city of Coyoacan is not in Mexico.,0,Coyoacan,Mexico,Mexico
The city of Cagayan de Oro is not in the Philippines.,0,Cagayan de Oro,the Philippines,the Philippines
The city of Sanmenxia is not in Brazil.,1,Sanmenxia,Brazil,China
The city of Sao Bernardo do Campo is not in Brazil.,0,Sao Bernardo do Campo,Brazil,Brazil
The city of Krasnoyarsk is not in China.,1,Krasnoyarsk,China,Russia
The city of Guilin is not in China.,0,Guilin,China,China
The city of Zhaotong is not in China.,0,Zhaotong,China,China
The city of Guangzhou is not in Brazil.,1,Guangzhou,Brazil,China
The city of Ribeirao Preto is not in China.,1,Ribeirao Preto,China,Brazil
The city of Okara is not in Turkey.,1,Okara,Turkey,Pakistan
The city of Gustavo Adolfo Madero is not in Mexico.,0,Gustavo Adolfo Madero,Mexico,Mexico
The city of Cagayan de Oro is not in Nigeria.,1,Cagayan de Oro,Nigeria,the Philippines
The city of Cebu City is not in the Philippines.,0,Cebu City,the Philippines,the Philippines
The city of Chennai is not in India.,0,Chennai,India,India
The city of Jeddah is not in Saudi Arabia.,0,Jeddah,Saudi Arabia,Saudi Arabia
The city of Siping is not in Togo.,1,Siping,Togo,China
The city of Heze is not in China.,0,Heze,China,China
The city of Panjin is not in China.,0,Panjin,China,China
The city of Indianapolis is not in Eritrea.,1,Indianapolis,Eritrea,the United States
The city of Khartoum is not in China.,1,Khartoum,China,Sudan
The city of Gwalior is not in South Korea.,1,Gwalior,South Korea,India
The city of Foshan is not in Brazil.,1,Foshan,Brazil,China
The city of Bijie is not in China.,0,Bijie,China,China
The city of Ufa is not in Russia.,0,Ufa,Russia,Russia
The city of Auckland is not in Indonesia.,1,Auckland,Indonesia,New Zealand
The city of Dehradun is not in China.,1,Dehradun,China,India
The city of Maiduguri is not in China.,1,Maiduguri,China,Nigeria
The city of Jajmau is not in India.,0,Jajmau,India,India
The city of Panshan is not in Brazil.,1,Panshan,Brazil,China
The city of Bursa is not in China.,1,Bursa,China,Turkey
The city of Saratov is not in Russia.,0,Saratov,Russia,Russia
The city of Ya'an is not in Turkey.,1,Ya'an,Turkey,China
The city of Dammam is not in Brazil.,1,Dammam,Brazil,Saudi Arabia
The city of Kalininskiy is not in Russia.,0,Kalininskiy,Russia,Russia
The city of Jiangmen is not in China.,0,Jiangmen,China,China
The city of Muntinlupa is not in China.,1,Muntinlupa,China,the Philippines
The city of Jaboatao dos Guararapes is not in Brazil.,0,Jaboatao dos Guararapes,Brazil,Brazil
The city of Phnom Penh is not in Cambodia.,0,Phnom Penh,Cambodia,Cambodia
The city of Quezon City is not in the Philippines.,0,Quezon City,the Philippines,the Philippines
The city of Suining is not in China.,0,Suining,China,China
The city of Abeokuta is not in Nigeria.,0,Abeokuta,Nigeria,Nigeria
The city of Belford Roxo is not in Tanzania.,1,Belford Roxo,Tanzania,Brazil
The city of Ipoh is not in Malaysia.,0,Ipoh,Malaysia,Malaysia
The city of Warri is not in Nigeria.,0,Warri,Nigeria,Nigeria
The city of Sultanah is not in Saudi Arabia.,0,Sultanah,Saudi Arabia,Saudi Arabia
The city of Nizhniy Novgorod is not in China.,1,Nizhniy Novgorod,China,Russia
The city of Jeddah is not in China.,1,Jeddah,China,Saudi Arabia
The city of Chuxiong is not in Brazil.,1,Chuxiong,Brazil,China
The city of Pune is not in India.,0,Pune,India,India
The city of Amman is not in Jordan.,0,Amman,Jordan,Jordan
The city of Yibin is not in China.,0,Yibin,China,China
The city of Zanzibar is not in Tanzania.,0,Zanzibar,Tanzania,Tanzania
The city of Faridabad is not in India.,0,Faridabad,India,India
The city of Salta is not in Argentina.,0,Salta,Argentina,Argentina
The city of Petaling Jaya is not in Malaysia.,0,Petaling Jaya,Malaysia,Malaysia
The city of Changshu is not in China.,0,Changshu,China,China
The city of Bhopal is not in Nigeria.,1,Bhopal,Nigeria,India
The city of Bauchi is not in Nigeria.,0,Bauchi,Nigeria,Nigeria
The city of Mbuji-Mayi is not in the Democratic Republic of the Congo.,0,Mbuji-Mayi,the Democratic Republic of the Congo,the Democratic Republic of the Congo
The city of Huaibei is not in China.,0,Huaibei,China,China
The city of Fuxin is not in China.,0,Fuxin,China,China
The city of Ahvaz is not in China.,1,Ahvaz,China,Iran
The city of Karbala is not in Indonesia.,1,Karbala,Indonesia,Iraq
The city of Songjiang is not in Hungary.,1,Songjiang,Hungary,China
The city of Amravati is not in South Korea.,1,Amravati,South Korea,India
The city of Songjiang is not in China.,0,Songjiang,China,China
The city of Huizhou is not in Japan.,1,Huizhou,Japan,China
The city of Sagamihara is not in China.,1,Sagamihara,China,Japan
The city of Xuhui is not in China.,0,Xuhui,China,China
The city of Ta'if is not in Saudi Arabia.,0,Ta'if,Saudi Arabia,Saudi Arabia
The city of Ahvaz is not in Iran.,0,Ahvaz,Iran,Iran
The city of Karbala is not in Iraq.,0,Karbala,Iraq,Iraq
The city of Oklahoma City is not in the United States.,0,Oklahoma City,the United States,the United States
The city of Abu Dhabi is not in China.,1,Abu Dhabi,China,the United Arab Emirates
The city of Cuttack is not in India.,0,Cuttack,India,India
The city of Kumamoto is not in India.,1,Kumamoto,India,Japan
The city of Lubumbashi is not in China.,1,Lubumbashi,China,the Democratic Republic of the Congo
The city of Abobo is not in China.,1,Abobo,China,Côte d'Ivoire
The city of Ahmedabad is not in South Africa.,1,Ahmedabad,South Africa,India
The city of Mbeya is not in Tanzania.,0,Mbeya,Tanzania,Tanzania
The city of Meerut is not in India.,0,Meerut,India,India
The city of Haiphong is not in Vietnam.,0,Haiphong,Vietnam,Vietnam
The city of Dombivali is not in India.,0,Dombivali,India,India
The city of Nagoya is not in China.,1,Nagoya,China,Japan
The city of Shaoguan is not in China.,0,Shaoguan,China,China
The city of Nuremberg is not in Germany.,0,Nuremberg,Germany,Germany
The city of Najran is not in Saudi Arabia.,0,Najran,Saudi Arabia,Saudi Arabia
The city of Sukkur is not in Russia.,1,Sukkur,Russia,Pakistan
The city of Jammu is not in India.,0,Jammu,India,India
The city of Zarqa is not in Jordan.,0,Zarqa,Jordan,Jordan
The city of Riga is not in South Africa.,1,Riga,South Africa,Latvia
The city of Calumbo is not in Angola.,0,Calumbo,Angola,Angola
The city of Kolhapur is not in India.,0,Kolhapur,India,India
The city of Florianopolis is not in Brazil.,0,Florianopolis,Brazil,Brazil
The city of Zhaoqing is not in Indonesia.,1,Zhaoqing,Indonesia,China
The city of Abu Ghurayb is not in Indonesia.,1,Abu Ghurayb,Indonesia,Iraq
The city of Curitiba is not in Brazil.,0,Curitiba,Brazil,Brazil
The city of Guarulhos is not in China.,1,Guarulhos,China,Brazil
The city of Chisinau is not in Mexico.,1,Chisinau,Mexico,Moldova
The city of Asmara is not in Iraq.,1,Asmara,Iraq,Eritrea
The city of Sholapur is not in Syria.,1,Sholapur,Syria,India
