statement,label,country,cities,stated_k,actual_k
"Exactly 5 of the following cities are in Saudi Arabia: Dammam, Buraydah, Pimpri, Londrina, Madinah.",0,Saudi Arabia,"('Buraydah', 'Dammam', 'Londrina', 'Madinah', 'Pimpri')",5,3
"Exactly 4 of the following cities are in Sudan: Khartoum, Omdurman, Hezhou, Khartoum North, Nyala.",1,Sudan,"('Hezhou', 'Khartoum', 'Khartoum North', 'Nyala', 'Omdurman')",4,4
"Exactly 0 of the following cities are in Ukraine: Sapporo, Odesa, Sevastopol, Mohammadpur, Kharkiv.",0,Ukraine,"('Kharkiv', 'Mohammadpur', 'Odesa', 'Sapporo', 'Sevastopol')",0,3
"Exactly 1 of the following cities are in Nauru: Puxi, Prayagraj, Putuo, Kharkiv, Pikine.",0,Nauru,"('Kharkiv', 'Pikine', 'Prayagraj', 'Putuo', 'Puxi')",1,0
"Exactly 0 of the following cities are in Ireland: Mersin, Ra's Bayrut, Xingtai, Lipetsk, Yekaterinburg.",1,Ireland,"('Lipetsk', 'Mersin', ""Ra's Bayrut"", 'Xingtai', 'Yekaterinburg')",0,0
"Exactly 2 of the following cities are in Myanmar: Nay Pyi Taw, Nouakchott, Zagreb, Yangon, Bengaluru.",1,Myanmar,"('Bengaluru', 'Nay Pyi Taw', 'Nouakchott', 'Yangon', 'Zagreb')",2,2
"Exactly 5 of the following cities are in Kyrgyzstan: Zigong, Khabarovsk, Yichang, Maputo, Kimhae.",0,Kyrgyzstan,"('Khabarovsk', 'Kimhae', 'Maputo', 'Yichang', 'Zigong')",5,0
"Exactly 0 of the following cities are in Yemen: Al Hudaydah, Ufa, Aden, Mukalla, Cuttack.",0,Yemen,"('Aden', 'Al Hudaydah', 'Cuttack', 'Mukalla', 'Ufa')",0,3
"Exactly 4 of the following cities are in Syria: Bhubaneswar, Homs, Latakia, Ar Raqqah, Aleppo.",1,Syria,"('Aleppo', 'Ar Raqqah', 'Bhubaneswar', 'Homs', 'Latakia')",4,4
"Exactly 3 of the following cities are in Morocco: Oujda, Tangier, Kampung Baru Subang, Fukuoka, Fes.",1,Morocco,"('Fes', 'Fukuoka', 'Kampung Baru Subang', 'Oujda', 'Tangier')",3,3
"Exactly 2 of the following cities are in Papua New Guinea: Panshan, Aqsu, Qujing, Nairobi, Addis Ababa.",0,Papua New Guinea,"('Addis Ababa', 'Aqsu', 'Nairobi', 'Panshan', 'Qujing')",2,0
"Exactly 3 of the following cities are in Brazil: Manaus, Macapa, Brasilia, Belford Roxo, Sao Bernardo do Campo.",0,Brazil,"('Belford Roxo', 'Brasilia', 'Macapa', 'Manaus', 'Sao Bernardo do Campo')",3,5
"Exactly 5 of the following cities are in Angola: Hoji ya Henda, Calumbo, Maianga, Mulenvos, Lubango.",1,Angola,"('Calumbo', 'Hoji ya Henda', 'Lubango', 'Maianga', 'Mulenvos')",5,5
"Exactly 5 of the following cities are in the Dominican Republic: Santo Domingo Este, Santiago de los Caballeros, Santo Domingo Oeste, Namangan, Ile-Ife.",0,the Dominican Republic,"('Ile-Ife', 'Namangan', 'Santiago de los Caballeros', 'Santo Domingo Este', 'Santo Domingo Oeste')",5,3
"Exactly 4 of the following cities are in Peru: Chiclayo, Callao, Piura, Putuo, Arequipa.",1,Peru,"('Arequipa', 'Callao', 'Chiclayo', 'Piura', 'Putuo')",4,4
"Exactly 2 of the following cities are in Singapore: Al Fayyum, Nuremberg, Battagram, Qinzhou, Katsina.",0,Singapore,"('Al Fayyum', 'Battagram', 'Katsina', 'Nuremberg', 'Qinzhou')",2,0
"Exactly 0 of the following cities are in Chile: Helsinki, Goyang-si, Tonghua, Puente Alto, Shenyang.",0,Chile,"('Goyang-si', 'Helsinki', 'Puente Alto', 'Shenyang', 'Tonghua')",0,1
"Exactly 1 of the following cities are in Germany: Aihara, Kunming, Surakarta, Duesseldorf, Benguela.",1,Germany,"('Aihara', 'Benguela', 'Duesseldorf', 'Kunming', 'Surakarta')",1,1
"Exactly 3 of the following cities are in South Africa: Makkah, Amravati, Mumbai, Karol Bagh, Virar.",0,South Africa,"('Amravati', 'Karol Bagh', 'Makkah', 'Mumbai', 'Virar')",3,0
"Exactly 1 of the following cities are in Turkey: Kayseri, Erzurum, Budta, Putuo, Dar es Salaam.",0,Turkey,"('Budta', 'Dar es Salaam', 'Erzurum', 'Kayseri', 'Putuo')",1,2
"Exactly 4 of the following cities are in Kazakhstan: Shymkent, Aktobe, Almaty, Astana, Chongqing.",1,Kazakhstan,"('Aktobe', 'Almaty', 'Astana', 'Chongqing', 'Shymkent')",4,4
"Exactly 5 of the following cities are in Italy: Penza, Subang Jaya, Baghdad, Akure, Culiacan.",0,Italy,"('Akure', 'Baghdad', 'Culiacan', 'Penza', 'Subang Jaya')",5,0
"Exactly 3 of the following cities are in Canada: Quebec, Kyoto, Winnipeg, Calgary, Amravati.",1,Canada,"('Amravati', 'Calgary', 'Kyoto', 'Quebec', 'Winnipeg')",3,3
"Exactly 2 of the following cities are in Ukraine: Kyiv, Kharkiv, Kryvyy Rih, Quebec, Odesa.",0,Ukraine,"('Kharkiv', 'Kryvyy Rih', 'Kyiv', 'Odesa', 'Quebec')",2,4
"Exactly 2 of the following cities are in Kuwait: Soacha, Owerri, Asansol, Gujranwala, Novosibirsk.",0,Kuwait,"('Asansol', 'Gujranwala', 'Novosibirsk', 'Owerri', 'Soacha')",2,0
"Exactly 0 of the following cities are in Belize: Daejeon, Tasikmalaya, Vilnius, Cucuta, Ibague.",1,Belize,"('Cucuta', 'Daejeon', 'Ibague', 'Tasikmalaya', 'Vilnius')",0,0
"Exactly 0 of the following cities are in Albania: Kayseri, Maracaibo, Quezon City, Winnipeg, Dortmund.",1,Albania,"('Dortmund', 'Kayseri', 'Maracaibo', 'Quezon City', 'Winnipeg')",0,0
"Exactly 5 of the following cities are in China: Xianning, Laiwu, Songjiang, Rizhao, Chuzhou.",1,China,"('Chuzhou', 'Laiwu', 'Rizhao', 'Songjiang', 'Xianning')",5,5
"Exactly 4 of the following cities are in Germany: Macapa, Munich, Dortmund, Duesseldorf, Hannover.",1,Germany,"('Dortmund', 'Duesseldorf', 'Hannover', 'Macapa', 'Munich')",4,4
"Exactly 0 of the following cities are in the United Kingdom: Benin City, Dortmund, Hanzhong, Zhaotong, Jaipur.",1,the United Kingdom,"('Benin City', 'Dortmund', 'Hanzhong', 'Jaipur', 'Zhaotong')",0,0
"Exactly 4 of the following cities are in Russia: Saint Petersburg, Volgograd, Makhachkala, Tyumen, Vladivostok.",0,Russia,"('Makhachkala', 'Saint Petersburg', 'Tyumen', 'Vladivostok', 'Volgograd')",4,5
"Exactly 1 of the following cities are in Saint Kitts and Nevis: Reynosa, Chongqing, Cagayan de Oro, Omsk, Kisangani.",0,Saint Kitts and Nevis,"('Cagayan de Oro', 'Chongqing', 'Kisangani', 'Omsk', 'Reynosa')",1,0
"Exactly 4 of the following cities are in Angola: Mulenvos, Jalandhar, Setagaya, Lubango, Qionghai.",0,Angola,"('Jalandhar', 'Lubango', 'Mulenvos', 'Qionghai', 'Setagaya')",4,2
"Exactly 2 of the following cities are in China: Liaocheng, Shangluo, Soweto, Bangkok, Weinan.",0,China,"('Bangkok', 'Liaocheng', 'Shangluo', 'Soweto', 'Weinan')",2,3
"Exactly 1 of the following cities are in Cuba: Changchun, Nanchang, Malang, Orumiyeh, Pietermaritzburg.",0,Cuba,"('Changchun', 'Malang', 'Nanchang', 'Orumiyeh', 'Pietermaritzburg')",1,0
"Exactly 5 of the following cities are in Japan: Himeji, Niigata, Hiroshima, Fukuoka, Utsunomiya.",1,Japan,"('Fukuoka', 'Himeji', 'Hiroshima', 'Niigata', 'Utsunomiya')",5,5
"Exactly 5 of the following cities are in Iran: Londrina, Karaj, Tehran, Hamadan, Ahvaz.",0,Iran,"('Ahvaz', 'Hamadan', 'Karaj', 'Londrina', 'Tehran')",5,4
"Exactly 4 of the following cities are in Venezuela: Conakry, Anyang-si, Maracaibo, Caracas, Bukavu.",0,Venezuela,"('Anyang-si', 'Bukavu', 'Caracas', 'Conakry', 'Maracaibo')",4,2
"Exactly 5 of the following cities are in Iran: Ahvaz, Tehran, Bekasi, Orumiyeh, Ndola.",0,Iran,"('Ahvaz', 'Bekasi', 'Ndola', 'Orumiyeh', 'Tehran')",5,3
"Exactly 1 of the following cities are in Guinea: Nanded, Jilin, Thane, Dushanbe, Camayenne.",1,Guinea,"('Camayenne', 'Dushanbe', 'Jilin', 'Nanded', 'Thane')",1,1
"Exactly 5 of the following cities are in Russia: Krasnodar, Saratov, Rostov-on-Don, Voronezh, Lipetsk.",1,Russia,"('Krasnodar', 'Lipetsk', 'Rostov-on-Don', 'Saratov', 'Voronezh')",5,5
"Exactly 5 of the following cities are in Angola: Kikolo, Hoji ya Henda, Benguela, Lubango, Cabinda.",1,Angola,"('Benguela', 'Cabinda', 'Hoji ya Henda', 'Kikolo', 'Lubango')",5,5
"Exactly 5 of the following cities are in Mozambique: Matola, Maputo, Nampula, Lanzhou, Beira.",0,Mozambique,"('Beira', 'Lanzhou', 'Maputo', 'Matola', 'Nampula')",5,4
"Exactly 1 of the following cities are in Iran: Abu Ghurayb, Arak, Yerevan, Tabriz, Kota Kinabalu.",0,Iran,"('Abu Ghurayb', 'Arak', 'Kota Kinabalu', 'Tabriz', 'Yerevan')",1,2
"Exactly 1 of the following cities are in Mauritius: Orumiyeh, Sharjah, Fes, Bien Hoa, Budapest.",0,Mauritius,"('Bien Hoa', 'Budapest', 'Fes', 'Orumiyeh', 'Sharjah')",1,0
"Exactly 1 of the following cities are in Kuwait: Ibb, Bhopal, Al Ahmadi, Shanghai, Anshan.",1,Kuwait,"('Al Ahmadi', 'Anshan', 'Bhopal', 'Ibb', 'Shanghai')",1,1
"Exactly 0 of the following cities are in Canada: Ile-Ife, Anqing, Quebec, Kyiv, Mississauga.",0,Canada,"('Anqing', 'Ile-Ife', 'Kyiv', 'Mississauga', 'Quebec')",0,2
"Exactly 5 of the following cities are in Brazil: Bareilly, Thane, Cancun, Meizhou, Ningbo.",0,Brazil,"('Bareilly', 'Cancun', 'Meizhou', 'Ningbo', 'Thane')",5,0
"Exactly 5 of the following cities are in Sudan: Huaihua, Anshan, Kanayannur, Ningbo, Santo Domingo Oeste.",0,Sudan,"('Anshan', 'Huaihua', 'Kanayannur', 'Ningbo', 'Santo Domingo Oeste')",5,0
"Exactly 5 of the following cities are in Pakistan: Makkah, Situbondo, Liuzhou, Jammu, Ulyanovsk.",0,Pakistan,"('Jammu', 'Liuzhou', 'Makkah', 'Situbondo', 'Ulyanovsk')",5,0
"Exactly 3 of the following cities are in France: Kolkata, Toulouse, Lyon, Calumbo, Marseille.",1,France,"('Calumbo', 'Kolkata', 'Lyon', 'Marseille', 'Toulouse')",3,3
"Exactly 0 of the following cities are in Liberia: Nanning, Mersin, Bahawalpur, Batam, Bhubaneswar.",1,Liberia,"('Bahawalpur', 'Batam', 'Bhubaneswar', 'Mersin', 'Nanning')",0,0
"Exactly 0 of the following cities are in Guinea-Bissau: Rajshahi, Tiruppur, Camama, Malingao, Eskisehir.",1,Guinea-Bissau,"('Camama', 'Eskisehir', 'Malingao', 'Rajshahi', 'Tiruppur')",0,0
"Exactly 5 of the following cities are in the Philippines: Malingao, Quezon City, Makati City, Cagayan de Oro, Paranaque City.",1,the Philippines,"('Cagayan de Oro', 'Makati City', 'Malingao', 'Paranaque City', 'Quezon City')",5,5
"Exactly 4 of the following cities are in South Korea: Hwaseong-si, Ansan-si, Saitama, Busan, Jeonju.",1,South Korea,"('Ansan-si', 'Busan', 'Hwaseong-si', 'Jeonju', 'Saitama')",4,4
"Exactly 3 of the following cities are in the Philippines: Bareilly, Muntinlupa, Santo Domingo Este, Pasig City, Budta.",1,the Philippines,"('Bareilly', 'Budta', 'Muntinlupa', 'Pasig City', 'Santo Domingo Este')",3,3
"Exactly 3 of the following cities are in Barbados: Selayang Baru Utara, Kota Bharu, Huainan, Golfe, E'zhou.",0,Barbados,"(""E'zhou"", 'Golfe', 'Huainan', 'Kota Bharu', 'Selayang Baru Utara')",3,0
"Exactly 2 of the following cities are in Brazil: Mbuji-Mayi, Amman, Nova Iguacu, Rio de Janeiro, Sorocaba.",0,Brazil,"('Amman', 'Mbuji-Mayi', 'Nova Iguacu', 'Rio de Janeiro', 'Sorocaba')",2,3
"Exactly 5 of the following cities are in Bangladesh: Khulna, Pallabi, Rajshahi, Comilla, Mohammadpur.",1,Bangladesh,"('Comilla', 'Khulna', 'Mohammadpur', 'Pallabi', 'Rajshahi')",5,5
"Exactly 4 of the following cities are in Kazakhstan: Aktobe, Astana, Almaty, Shymkent, Calabar.",1,Kazakhstan,"('Aktobe', 'Almaty', 'Astana', 'Calabar', 'Shymkent')",4,4
"Exactly 1 of the following cities are in the Netherlands: Nay Pyi Taw, Utsunomiya, Pietermaritzburg, Baku, Paranaque City.",0,the Netherlands,"('Baku', 'Nay Pyi Taw', 'Paranaque City', 'Pietermaritzburg', 'Utsunomiya')",1,0
"Exactly 1 of the following cities are in Bulgaria: Sofia, Palembang, Rohini, Ningbo, Pingdingshan.",1,Bulgaria,"('Ningbo', 'Palembang', 'Pingdingshan', 'Rohini', 'Sofia')",1,1
"Exactly 1 of the following cities are in Nigeria: Qingdao, Sharjah, Ajegunle, Bogor, Mississauga.",1,Nigeria,"('Ajegunle', 'Bogor', 'Mississauga', 'Qingdao', 'Sharjah')",1,1
"Exactly 3 of the following cities are in Germany: Yekaterinburg, Gustavo Adolfo Madero, Munich, Nuremberg, Hannover.",1,Germany,"('Gustavo Adolfo Madero', 'Hannover', 'Munich', 'Nuremberg', 'Yekaterinburg')",3,3
"Exactly 4 of the following cities are in Sudan: Nyala, Khartoum, Khartoum North, Omdurman, Al Ain City.",1,Sudan,"('Al Ain City', 'Khartoum', 'Khartoum North', 'Nyala', 'Omdurman')",4,4
"Exactly 4 of the following cities are in Sudan: Nyala, Kryvyy Rih, Omdurman, Khartoum North, Khartoum.",1,Sudan,"('Khartoum', 'Khartoum North', 'Kryvyy Rih', 'Nyala', 'Omdurman')",4,4
"Exactly 5 of the following cities are in Turkey: Bagcilar, Bursa, Kuecuekcekmece, Antalya, Mersin.",1,Turkey,"('Antalya', 'Bagcilar', 'Bursa', 'Kuecuekcekmece', 'Mersin')",5,5
"Exactly 2 of the following cities are in Jordan: Putuo, Irbid, Shihezi, Kananga, Zarqa.",1,Jordan,"('Irbid', 'Kananga', 'Putuo', 'Shihezi', 'Zarqa')",2,2
"Exactly 1 of the following cities are in Croatia: Changchun, Zagreb, Maputo, Guayaquil, Chicago.",1,Croatia,"('Changchun', 'Chicago', 'Guayaquil', 'Maputo', 'Zagreb')",1,1
"Exactly 2 of the following cities are in Malaysia: Hangzhou, Mukim Pulai, Arequipa, Izmir, Shah Alam.",1,Malaysia,"('Arequipa', 'Hangzhou', 'Izmir', 'Mukim Pulai', 'Shah Alam')",2,2
"Exactly 5 of the following cities are in Malaysia: Bukit Rahman Putra, Shah Alam, Kampung Baru Subang, Selayang Baru Utara, Petaling Jaya.",1,Malaysia,"('Bukit Rahman Putra', 'Kampung Baru Subang', 'Petaling Jaya', 'Selayang Baru Utara', 'Shah Alam')",5,5
"Exactly 0 of the following cities are in Armenia: Abu Dhabi, Orumiyeh, Mbuji-Mayi, Yerevan, Kolwezi.",0,Armenia,"('Abu Dhabi', 'Kolwezi', 'Mbuji-Mayi', 'Orumiyeh', 'Yerevan')",0,1
"Exactly 5 of the following cities are in Vietnam: Thu GJuc, Queens, Cho Lon, Vinh, Konya.",0,Vietnam,"('Cho Lon', 'Konya', 'Queens', 'Thu GJuc', 'Vinh')",5,3
"Exactly 3 of the following cities are in Canada: Quebec, Bucaramanga, Chengdu, Calgary, Mississauga.",1,Canada,"('Bucaramanga', 'Calgary', 'Chengdu', 'Mississauga', 'Quebec')",3,3
"Exactly 2 of the following cities are in Venezuela: Maracaibo, Arak, Ciudad Guayana, Barnaul, Cho Lon.",1,Venezuela,"('Arak', 'Barnaul', 'Cho Lon', 'Ciudad Guayana', 'Maracaibo')",2,2
"Exactly 0 of the following cities are in Lebanon: Algiers, Cuiaba, Putian, Tashkent, Zigong.",1,Lebanon,"('Algiers', 'Cuiaba', 'Putian', 'Tashkent', 'Zigong')",0,0
"Exactly 1 of the following cities are in Bosnia and Herzegovina: Bukit Rahman Putra, Novosibirsk, Jalandhar, Kakamega, Sialkot.",0,Bosnia and Herzegovina,"('Bukit Rahman Putra', 'Jalandhar', 'Kakamega', 'Novosibirsk', 'Sialkot')",1,0
"Exactly 4 of the following cities are in Canada: Calgary, Wanxian, Suizhou, Winnipeg, Peshawar.",0,Canada,"('Calgary', 'Peshawar', 'Suizhou', 'Wanxian', 'Winnipeg')",4,2
"Exactly 0 of the following cities are in Finland: Qinhuangdao, Katsina, Kakamega, UEruemqi, Gujrat.",1,Finland,"('Gujrat', 'Kakamega', 'Katsina', 'Qinhuangdao', 'UEruemqi')",0,0
"Exactly 3 of the following cities are in Nigeria: Quetta, Kaduna, Multan, Abuja, Maiduguri.",1,Nigeria,"('Abuja', 'Kaduna', 'Maiduguri', 'Multan', 'Quetta')",3,3
"Exactly 4 of the following cities are in Bangladesh: Comilla, Benguela, Mohammadpur, Rajshahi, Pallabi.",1,Bangladesh,"('Benguela', 'Comilla', 'Mohammadpur', 'Pallabi', 'Rajshahi')",4,4
"Exactly 3 of the following cities are in Peru: Selayang Baru Utara, Baoji, Callao, Ulhasnagar, Serang.",0,Peru,"('Baoji', 'Callao', 'Selayang Baru Utara', 'Serang', 'Ulhasnagar')",3,1
"Exactly 0 of the following cities are in Burundi: Quezon City, Selayang Baru Utara, Bareilly, Hanzhong, Bujumbura.",0,Burundi,"('Bareilly', 'Bujumbura', 'Hanzhong', 'Quezon City', 'Selayang Baru Utara')",0,1
"Exactly 4 of the following cities are in Liechtenstein: Beijing, Changde, Jajmau, Kikwit, Jos.",0,Liechtenstein,"('Beijing', 'Changde', 'Jajmau', 'Jos', 'Kikwit')",4,0
"Exactly 0 of the following cities are in Brazil: Rio de Janeiro, Joao Pessoa, Sao Bernardo do Campo, Fortaleza, Belford Roxo.",0,Brazil,"('Belford Roxo', 'Fortaleza', 'Joao Pessoa', 'Rio de Janeiro', 'Sao Bernardo do Campo')",0,5
"Exactly 3 of the following cities are in Mozambique: Amman, Mukim Pulai, Diyarbakir, Kharkiv, Torreon.",0,Mozambique,"('Amman', 'Diyarbakir', 'Kharkiv', 'Mukim Pulai', 'Torreon')",3,0
"Exactly 5 of the following cities are in Tanzania: Dodoma, Mbeya, Pontianak, Bursa, Bannu.",0,Tanzania,"('Bannu', 'Bursa', 'Dodoma', 'Mbeya', 'Pontianak')",5,2
"Exactly 2 of the following cities are in Ukraine: Lviv, Panshan, Hefei, Odesa, Fort Worth.",1,Ukraine,"('Fort Worth', 'Hefei', 'Lviv', 'Odesa', 'Panshan')",2,2
"Exactly 1 of the following cities are in Palau: Kampala, Enugu, Longyan, Uberlandia, Kemerovo.",0,Palau,"('Enugu', 'Kampala', 'Kemerovo', 'Longyan', 'Uberlandia')",1,0
"Exactly 5 of the following cities are in Montenegro: Rawalpindi, Qiqihar, Abu Dhabi, Denpasar, Bayan Nur.",0,Montenegro,"('Abu Dhabi', 'Bayan Nur', 'Denpasar', 'Qiqihar', 'Rawalpindi')",5,0
"Exactly 5 of the following cities are in Angola: Hoji ya Henda, Maianga, Benguela, Lubango, Golfe.",1,Angola,"('Benguela', 'Golfe', 'Hoji ya Henda', 'Lubango', 'Maianga')",5,5
"Exactly 1 of the following cities are in Sudan: Sanmenxia, Pallabi, Saratov, Yichang, Hangzhou.",0,Sudan,"('Hangzhou', 'Pallabi', 'Sanmenxia', 'Saratov', 'Yichang')",1,0
"Exactly 3 of the following cities are in the Democratic Republic of the Congo: Mbuji-Mayi, Kikwit, Gwalior, Tshikapa, Piura.",1,the Democratic Republic of the Congo,"('Gwalior', 'Kikwit', 'Mbuji-Mayi', 'Piura', 'Tshikapa')",3,3
"Exactly 5 of the following cities are in Mali: Bengbu, Naberezhnyye Chelny, Bamako, Hue, Tiruchirappalli.",0,Mali,"('Bamako', 'Bengbu', 'Hue', 'Naberezhnyye Chelny', 'Tiruchirappalli')",5,1
"Exactly 2 of the following cities are in Venezuela: Ciudad Guayana, Muscat, Caracas, Bilimora, Zhangzhou.",1,Venezuela,"('Bilimora', 'Caracas', 'Ciudad Guayana', 'Muscat', 'Zhangzhou')",2,2
"Exactly 5 of the following cities are in Ukraine: Odesa, Kryvyy Rih, Sevastopol, Kyiv, Kharkiv.",1,Ukraine,"('Kharkiv', 'Kryvyy Rih', 'Kyiv', 'Odesa', 'Sevastopol')",5,5
"Exactly 3 of the following cities are in Morocco: Agadir, Meknes, Sangli, Tomsk, Tangier.",1,Morocco,"('Agadir', 'Meknes', 'Sangli', 'Tangier', 'Tomsk')",3,3
"Exactly 1 of the following cities are in Uzbekistan: Arak, Zhuzhou, Tashkent, Kitakyushu, Anyang-si.",1,Uzbekistan,"('Anyang-si', 'Arak', 'Kitakyushu', 'Tashkent', 'Zhuzhou')",1,1
"Exactly 4 of the following cities are in Mongolia: Coimbatore, Rio de Janeiro, Paranaque City, Camayenne, Bhopal.",0,Mongolia,"('Bhopal', 'Camayenne', 'Coimbatore', 'Paranaque City', 'Rio de Janeiro')",4,0
"Exactly 3 of the following cities are in Venezuela: Bayan Nur, Maturin, Maracaibo, Dammam, Barquisimeto.",1,Venezuela,"('Barquisimeto', 'Bayan Nur', 'Dammam', 'Maracaibo', 'Maturin')",3,3
"Exactly 2 of the following cities are in Iran: Hamadan, Ahvaz, Karaj, Tabriz, Minsk.",0,Iran,"('Ahvaz', 'Hamadan', 'Karaj', 'Minsk', 'Tabriz')",2,4
"Exactly 3 of the following cities are in the Philippines: Al Ahmadi, Zamboanga, Al Mawsil al Jadidah, Las Pinas, Rajshahi.",0,the Philippines,"('Al Ahmadi', 'Al Mawsil al Jadidah', 'Las Pinas', 'Rajshahi', 'Zamboanga')",3,2
"Exactly 1 of the following cities are in India: Ordos, Port Said, Puning, Luohu District, Bokaro.",1,India,"('Bokaro', 'Luohu District', 'Ordos', 'Port Said', 'Puning')",1,1
"Exactly 0 of the following cities are in Mozambique: Nampula, Matola, Beira, Qujing, Pimpri-Chinchwad.",0,Mozambique,"('Beira', 'Matola', 'Nampula', 'Pimpri-Chinchwad', 'Qujing')",0,3
"Exactly 0 of the following cities are in Azerbaijan: Libreville, Hermosillo, Palembang, Zhu Cheng City, Dammam.",1,Azerbaijan,"('Dammam', 'Hermosillo', 'Libreville', 'Palembang', 'Zhu Cheng City')",0,0
"Exactly 3 of the following cities are in Chile: Puente Alto, Guarulhos, Arusha, Izmir, Beijing.",0,Chile,"('Arusha', 'Beijing', 'Guarulhos', 'Izmir', 'Puente Alto')",3,1
"Exactly 4 of the following cities are in China: Jieyang, Shaoguan, Chisinau, Chengdu, Wuzhong.",1,China,"('Chengdu', 'Chisinau', 'Jieyang', 'Shaoguan', 'Wuzhong')",4,4
"Exactly 1 of the following cities are in Malaysia: Johor Bahru, Mukim Pulai, Selayang Baru Utara, Iskandar Puteri, Kota Kuala Muda.",0,Malaysia,"('Iskandar Puteri', 'Johor Bahru', 'Kota Kuala Muda', 'Mukim Pulai', 'Selayang Baru Utara')",1,5
"Exactly 2 of the following cities are in Japan: Tokyo, Visakhapatnam, Adachi, Fukuoka, Caracas.",0,Japan,"('Adachi', 'Caracas', 'Fukuoka', 'Tokyo', 'Visakhapatnam')",2,3
"Exactly 1 of the following cities are in the Democratic Republic of the Congo: Yangon, Karol Bagh, Samarinda, Shymkent, Hangzhou.",0,the Democratic Republic of the Congo,"('Hangzhou', 'Karol Bagh', 'Samarinda', 'Shymkent', 'Yangon')",1,0
"Exactly 5 of the following cities are in Belarus: Homyel', Nagoya, Santiago de Cuba, Bukavu, Baoji.",0,Belarus,"('Baoji', 'Bukavu', ""Homyel'"", 'Nagoya', 'Santiago de Cuba')",5,1
"Exactly 4 of the following cities are in Iraq: Al Mawsil al Jadidah, Erbil, Mosul, Nasiriyah, Karol Bagh.",1,Iraq,"('Al Mawsil al Jadidah', 'Erbil', 'Karol Bagh', 'Mosul', 'Nasiriyah')",4,4
"Exactly 4 of the following cities are in Gabon: Yangquan, Belford Roxo, Iztapalapa, Linfen, Lu'an.",0,Gabon,"('Belford Roxo', 'Iztapalapa', 'Linfen', ""Lu'an"", 'Yangquan')",4,0
"Exactly 2 of the following cities are in South Africa: Hamadan, Malacca, Bhiwandi, Soshanguve, Bloemfontein.",1,South Africa,"('Bhiwandi', 'Bloemfontein', 'Hamadan', 'Malacca', 'Soshanguve')",2,2
"Exactly 4 of the following cities are in Madagascar: Goyang-si, Visakhapatnam, Chisinau, Wroclaw, Zhenjiang.",0,Madagascar,"('Chisinau', 'Goyang-si', 'Visakhapatnam', 'Wroclaw', 'Zhenjiang')",4,0
"Exactly 4 of the following cities are in Morocco: Puning, Xiamen, Minhang, Dar es Salaam, Daqing.",0,Morocco,"('Daqing', 'Dar es Salaam', 'Minhang', 'Puning', 'Xiamen')",4,0
"Exactly 4 of the following cities are in Myanmar: Mandalay, Nay Pyi Taw, Yangon, Golfe, Hlaingthaya.",1,Myanmar,"('Golfe', 'Hlaingthaya', 'Mandalay', 'Nay Pyi Taw', 'Yangon')",4,4
"Exactly 4 of the following cities are in Kenya: Nairobi, Mombasa, South Tangerang, Kakamega, Nakuru.",1,Kenya,"('Kakamega', 'Mombasa', 'Nairobi', 'Nakuru', 'South Tangerang')",4,4
"Exactly 3 of the following cities are in Peru: Arak, Kikwit, Tiruppur, Soshanguve, Addis Ababa.",0,Peru,"('Addis Ababa', 'Arak', 'Kikwit', 'Soshanguve', 'Tiruppur')",3,0
"Exactly 4 of the following cities are in South Korea: Seoul, Cheongju-si, Hwaseong-si, Ulyanovsk, Daegu.",1,South Korea,"('Cheongju-si', 'Daegu', 'Hwaseong-si', 'Seoul', 'Ulyanovsk')",4,4
"Exactly 5 of the following cities are in India: Bhubaneswar, Dhanbad, Kolhapur, Kolkata, Tiruchirappalli.",1,India,"('Bhubaneswar', 'Dhanbad', 'Kolhapur', 'Kolkata', 'Tiruchirappalli')",5,5
"Exactly 2 of the following cities are in Honduras: Tegucigalpa, Zhu Cheng City, Minsk, San Pedro Sula, Budta.",1,Honduras,"('Budta', 'Minsk', 'San Pedro Sula', 'Tegucigalpa', 'Zhu Cheng City')",2,2
"Exactly 4 of the following cities are in Uzbekistan: Andijon, Samarkand, Thu GJuc, Namangan, Tashkent.",1,Uzbekistan,"('Andijon', 'Namangan', 'Samarkand', 'Tashkent', 'Thu GJuc')",4,4
"Exactly 2 of the following cities are in Belarus: Minsk, Homyel', Puning, Qom, Lianyungang.",1,Belarus,"(""Homyel'"", 'Lianyungang', 'Minsk', 'Puning', 'Qom')",2,2
"Exactly 1 of the following cities are in the Philippines: Kanayannur, Xianning, Makassar, Ebute Ikorodu, Makati City.",1,the Philippines,"('Ebute Ikorodu', 'Kanayannur', 'Makassar', 'Makati City', 'Xianning')",1,1
"Exactly 5 of the following cities are in Brazil: Contagem, Brasilia, Niteroi, Sorocaba, Guarulhos.",1,Brazil,"('Brasilia', 'Contagem', 'Guarulhos', 'Niteroi', 'Sorocaba')",5,5
"Exactly 4 of the following cities are in the Philippines: Pasig City, Paranaque City, Malingao, Agadir, Makati City.",1,the Philippines,"('Agadir', 'Makati City', 'Malingao', 'Paranaque City', 'Pasig City')",4,4
"Exactly 3 of the following cities are in Syria: Recife, Homs, Chuzhou, Latakia, Aleppo.",1,Syria,"('Aleppo', 'Chuzhou', 'Homs', 'Latakia', 'Recife')",3,3
