statement,label,country,cities,stated_k,actual_k
"Exactly 1 of the following cities are in Mauritius: Borama, Phnom Penh.",0,Mauritius,"('Borama', 'Phnom Penh')",1,0
"Exactly 1 of the following cities are in Belize: Khartoum, Durban.",0,Belize,"('Durban', 'Khartoum')",1,0
"Exactly 0 of the following cities are in New Zealand: Lodz, Auckland.",0,New Zealand,"('Auckland', 'Lodz')",0,1
"Exactly 1 of the following cities are in Dominica: Xinyu, Fuxin.",0,Dominica,"('Fuxin', 'Xinyu')",1,0
"Exactly 0 of the following cities are in Armenia: Weinan, Thiruvananthapuram.",1,Armenia,"('Thiruvananthapuram', 'Weinan')",0,0
"Exactly 0 of the following cities are in Saint Vincent and the Grenadines: Naberezhnyye Chelny, Huangshi.",1,Saint Vincent and the Grenadines,"('Huangshi', 'Naberezhnyye Chelny')",0,0
"Exactly 1 of the following cities are in Denmark: Gazipur, Copenhagen.",1,Denmark,"('Copenhagen', 'Gazipur')",1,1
"Exactly 1 of the following cities are in Azerbaijan: Santo Domingo Oeste, Kaduna.",0,Azerbaijan,"('Kaduna', 'Santo Domingo Oeste')",1,0
"Exactly 1 of the following cities are in Algeria: Algiers, Paranaque City.",1,Algeria,"('Algiers', 'Paranaque City')",1,1
"Exactly 0 of the following cities are in Belarus: Homyel', Minsk.",0,Belarus,"(""Homyel'"", 'Minsk')",0,2
"Exactly 0 of the following cities are in Vietnam: Thu GJuc, Vinh.",0,Vietnam,"('Thu GJuc', 'Vinh')",0,2
"Exactly 2 of the following cities are in Venezuela: Maracaibo, Maturin.",1,Venezuela,"('Maracaibo', 'Maturin')",2,2
"Exactly 2 of the following cities are in China: Ashgabat, Ulanqab.",0,China,"('Ashgabat', 'Ulanqab')",2,1
"Exactly 1 of the following cities are in Lesotho: Seattle, Toulouse.",0,Lesotho,"('Seattle', 'Toulouse')",1,0
"Exactly 1 of the following cities are in Guinea: Quito, Dandong.",0,Guinea,"('Dandong', 'Quito')",1,0
"Exactly 0 of the following cities are in Côte d'Ivoire: Abobo, Abidjan.",0,Côte d'Ivoire,"('Abidjan', 'Abobo')",0,2
"Exactly 0 of the following cities are in Kazakhstan: Aktobe, Almaty.",0,Kazakhstan,"('Aktobe', 'Almaty')",0,2
"Exactly 1 of the following cities are in Lithuania: Calumbo, Liupanshui.",0,Lithuania,"('Calumbo', 'Liupanshui')",1,0
"Exactly 2 of the following cities are in Turkmenistan: Baku, Korla.",0,Turkmenistan,"('Baku', 'Korla')",2,0
"Exactly 2 of the following cities are in Seychelles: Arequipa, Katsina.",0,Seychelles,"('Arequipa', 'Katsina')",2,0
"Exactly 0 of the following cities are in Yemen: Situbondo, Qinhuangdao.",1,Yemen,"('Qinhuangdao', 'Situbondo')",0,0
"Exactly 1 of the following cities are in Zambia: Lusaka, Anshun.",1,Zambia,"('Anshun', 'Lusaka')",1,1
"Exactly 1 of the following cities are in Argentina: Karaj, Salta.",1,Argentina,"('Karaj', 'Salta')",1,1
"Exactly 0 of the following cities are in Uzbekistan: Almaty, Daejeon.",1,Uzbekistan,"('Almaty', 'Daejeon')",0,0
"Exactly 1 of the following cities are in Turkmenistan: Ashgabat, Daxing'anling.",1,Turkmenistan,"('Ashgabat', ""Daxing'anling"")",1,1
"Exactly 1 of the following cities are in Nigeria: Chengdu, Lyon.",0,Nigeria,"('Chengdu', 'Lyon')",1,0
"Exactly 0 of the following cities are in Croatia: Mianzhu, Deyang, Sichuan, Zagreb.",0,Croatia,"('Mianzhu, Deyang, Sichuan', 'Zagreb')",0,1
"Exactly 1 of the following cities are in Senegal: Ganzhou, Suqian.",0,Senegal,"('Ganzhou', 'Suqian')",1,0
"Exactly 2 of the following cities are in Brazil: Belford Roxo, Duque de Caxias.",1,Brazil,"('Belford Roxo', 'Duque de Caxias')",2,2
"Exactly 1 of the following cities are in the Netherlands: Kanpur, General Santos.",0,the Netherlands,"('General Santos', 'Kanpur')",1,0
"Exactly 2 of the following cities are in Slovenia: Mexico City, Naberezhnyye Chelny.",0,Slovenia,"('Mexico City', 'Naberezhnyye Chelny')",2,0
"Exactly 2 of the following cities are in Pakistan: Chongqing, Kaduna.",0,Pakistan,"('Chongqing', 'Kaduna')",2,0
"Exactly 2 of the following cities are in Japan: Niigata, Nagoya.",1,Japan,"('Nagoya', 'Niigata')",2,2
"Exactly 2 of the following cities are in Tanzania: Dodoma, Arusha.",1,Tanzania,"('Arusha', 'Dodoma')",2,2
"Exactly 1 of the following cities are in Indonesia: Batam, Chuxiong.",1,Indonesia,"('Batam', 'Chuxiong')",1,1
"Exactly 1 of the following cities are in Uruguay: Hamadan, Ashgabat.",0,Uruguay,"('Ashgabat', 'Hamadan')",1,0
"Exactly 1 of the following cities are in South Africa: Cape Town, Teni.",1,South Africa,"('Cape Town', 'Teni')",1,1
"Exactly 0 of the following cities are in Uganda: Lanzhou, Enugu.",1,Uganda,"('Enugu', 'Lanzhou')",0,0
"Exactly 0 of the following cities are in Hungary: Budapest, Pest.",0,Hungary,"('Budapest', 'Pest')",0,2
"Exactly 2 of the following cities are in Ukraine: Kryvyy Rih, Mersin.",0,Ukraine,"('Kryvyy Rih', 'Mersin')",2,1
"Exactly 1 of the following cities are in Norway: Peshawar, Oslo.",1,Norway,"('Oslo', 'Peshawar')",1,1
"Exactly 1 of the following cities are in Nepal: Iztapalapa, Aparecida de Goiania.",0,Nepal,"('Aparecida de Goiania', 'Iztapalapa')",1,0
"Exactly 2 of the following cities are in Belize: Mombasa, Qinhuangdao.",0,Belize,"('Mombasa', 'Qinhuangdao')",2,0
"Exactly 0 of the following cities are in Australia: Abuja, Zhumadian.",1,Australia,"('Abuja', 'Zhumadian')",0,0
"Exactly 1 of the following cities are in Bahrain: Mersin, Nyala.",0,Bahrain,"('Mersin', 'Nyala')",1,0
"Exactly 0 of the following cities are in the Maldives: Mexico City, Hlaingthaya.",1,the Maldives,"('Hlaingthaya', 'Mexico City')",0,0
"Exactly 2 of the following cities are in Guinea-Bissau: Pasir Gudang, Taiz.",0,Guinea-Bissau,"('Pasir Gudang', 'Taiz')",2,0
"Exactly 2 of the following cities are in the Gambia: Port Said, Deyang.",0,the Gambia,"('Deyang', 'Port Said')",2,0
"Exactly 1 of the following cities are in Cameroon: Douala, Arak.",1,Cameroon,"('Arak', 'Douala')",1,1
"Exactly 0 of the following cities are in Suriname: Feira de Santana, Kampung Baru Subang.",1,Suriname,"('Feira de Santana', 'Kampung Baru Subang')",0,0
"Exactly 0 of the following cities are in Ecuador: Quito, Guayaquil.",0,Ecuador,"('Guayaquil', 'Quito')",0,2
"Exactly 2 of the following cities are in Eritrea: Asmara, Zibo.",0,Eritrea,"('Asmara', 'Zibo')",2,1
"Exactly 0 of the following cities are in Romania: Guli, Bucharest.",0,Romania,"('Bucharest', 'Guli')",0,1
"Exactly 1 of the following cities are in Turkey: Sultanah, Panzhihua.",0,Turkey,"('Panzhihua', 'Sultanah')",1,0
"Exactly 0 of the following cities are in Kenya: Abu Dhabi, Cimahi.",1,Kenya,"('Abu Dhabi', 'Cimahi')",0,0
"Exactly 2 of the following cities are in Chad: N'Djamena, Ajegunle.",0,Chad,"('Ajegunle', ""N'Djamena"")",2,1
"Exactly 1 of the following cities are in Romania: Zhoushan, Bucharest.",1,Romania,"('Bucharest', 'Zhoushan')",1,1
"Exactly 2 of the following cities are in Egypt: Port Said, Giza.",1,Egypt,"('Giza', 'Port Said')",2,2
"Exactly 1 of the following cities are in Japan: Culiacan, Sagamihara.",1,Japan,"('Culiacan', 'Sagamihara')",1,1
"Exactly 1 of the following cities are in India: Prayagraj, Ar Raqqah.",1,India,"('Ar Raqqah', 'Prayagraj')",1,1
"Exactly 1 of the following cities are in Burundi: Fes, Bujumbura.",1,Burundi,"('Bujumbura', 'Fes')",1,1
"Exactly 2 of the following cities are in Turkey: Konya, Istanbul.",1,Turkey,"('Istanbul', 'Konya')",2,2
"Exactly 2 of the following cities are in Mexico: Hermosillo, Baoji.",0,Mexico,"('Baoji', 'Hermosillo')",2,1
"Exactly 1 of the following cities are in Slovenia: Cebu City, Ganzhou.",0,Slovenia,"('Cebu City', 'Ganzhou')",1,0
"Exactly 1 of the following cities are in Japan: Kobe, Winnipeg.",1,Japan,"('Kobe', 'Winnipeg')",1,1
"Exactly 1 of the following cities are in the Dominican Republic: Jakarta, Santo Domingo Oeste.",1,the Dominican Republic,"('Jakarta', 'Santo Domingo Oeste')",1,1
"Exactly 0 of the following cities are in Saudi Arabia: Ha'il, Sultanah.",0,Saudi Arabia,"(""Ha'il"", 'Sultanah')",0,2
"Exactly 1 of the following cities are in Belgium: Kunming, Petaling Jaya.",0,Belgium,"('Kunming', 'Petaling Jaya')",1,0
"Exactly 1 of the following cities are in Venezuela: Santo Domingo Este, Bobo-Dioulasso.",0,Venezuela,"('Bobo-Dioulasso', 'Santo Domingo Este')",1,0
"Exactly 1 of the following cities are in Russia: Novokuznetsk, Nellore.",1,Russia,"('Nellore', 'Novokuznetsk')",1,1
"Exactly 2 of the following cities are in Venezuela: Ciudad Guayana, Caracas.",1,Venezuela,"('Caracas', 'Ciudad Guayana')",2,2
"Exactly 0 of the following cities are in Madagascar: Antananarivo, Salta.",0,Madagascar,"('Antananarivo', 'Salta')",0,1
"Exactly 2 of the following cities are in Brazil: Ananindeua, Feira de Santana.",1,Brazil,"('Ananindeua', 'Feira de Santana')",2,2
"Exactly 2 of the following cities are in the United States: Queens, Tucson.",1,the United States,"('Queens', 'Tucson')",2,2
"Exactly 1 of the following cities are in Myanmar: Ajmer, Fuxin.",0,Myanmar,"('Ajmer', 'Fuxin')",1,0
"Exactly 0 of the following cities are in Poland: Mombasa, Cangzhou.",1,Poland,"('Cangzhou', 'Mombasa')",0,0
"Exactly 1 of the following cities are in Saudi Arabia: Pekanbaru, Najran.",1,Saudi Arabia,"('Najran', 'Pekanbaru')",1,1
"Exactly 2 of the following cities are in China: Putuo, Xuchang.",1,China,"('Putuo', 'Xuchang')",2,2
"Exactly 2 of the following cities are in Turkey: Konya, Niluefer.",1,Turkey,"('Konya', 'Niluefer')",2,2
"Exactly 0 of the following cities are in Russia: Yaroslavl, Tolyatti.",0,Russia,"('Tolyatti', 'Yaroslavl')",0,2
"Exactly 0 of the following cities are in Canada: Agadir, Mississauga.",0,Canada,"('Agadir', 'Mississauga')",0,1
"Exactly 1 of the following cities are in Syria: Ajmer, Aleppo.",1,Syria,"('Ajmer', 'Aleppo')",1,1
"Exactly 1 of the following cities are in Japan: Cabinda, Hamhung.",0,Japan,"('Cabinda', 'Hamhung')",1,0
"Exactly 2 of the following cities are in Iran: Karaj, Tabriz.",1,Iran,"('Karaj', 'Tabriz')",2,2
"Exactly 0 of the following cities are in Nepal: Kathmandu, Pokhara.",0,Nepal,"('Kathmandu', 'Pokhara')",0,2
"Exactly 1 of the following cities are in Poland: Wroclaw, Bijie.",1,Poland,"('Bijie', 'Wroclaw')",1,1
"Exactly 0 of the following cities are in Guatemala: Adana, Kampala.",1,Guatemala,"('Adana', 'Kampala')",0,0
"Exactly 1 of the following cities are in Tunisia: Kayseri, Shekhupura.",0,Tunisia,"('Kayseri', 'Shekhupura')",1,0
"Exactly 2 of the following cities are in Angola: Maianga, Kikolo.",1,Angola,"('Kikolo', 'Maianga')",2,2
"Exactly 0 of the following cities are in Eritrea: Latakia, Asmara.",0,Eritrea,"('Asmara', 'Latakia')",0,1
"Exactly 0 of the following cities are in Malaysia: Kobe, Jambi City.",1,Malaysia,"('Jambi City', 'Kobe')",0,0
"Exactly 2 of the following cities are in Lithuania: Baku, Putian.",0,Lithuania,"('Baku', 'Putian')",2,0
"Exactly 1 of the following cities are in Kyrgyzstan: Handan, Pune.",0,Kyrgyzstan,"('Handan', 'Pune')",1,0
"Exactly 0 of the following cities are in Ethiopia: Dakar, Addis Ababa.",0,Ethiopia,"('Addis Ababa', 'Dakar')",0,1
"Exactly 2 of the following cities are in San Marino: Qiqihar, Faisalabad.",0,San Marino,"('Faisalabad', 'Qiqihar')",2,0
"Exactly 2 of the following cities are in Mexico: Binh Thanh, Santiago de Queretaro.",0,Mexico,"('Binh Thanh', 'Santiago de Queretaro')",2,1
"Exactly 0 of the following cities are in Eritrea: Bamako, Asmara.",0,Eritrea,"('Asmara', 'Bamako')",0,1
"Exactly 0 of the following cities are in Zimbabwe: Harare, Bulawayo.",0,Zimbabwe,"('Bulawayo', 'Harare')",0,2
"Exactly 0 of the following cities are in Honduras: Zhu Cheng City, Makhachkala.",1,Honduras,"('Makhachkala', 'Zhu Cheng City')",0,0
"Exactly 2 of the following cities are in Kiribati: Qinhuangdao, Arifwala.",0,Kiribati,"('Arifwala', 'Qinhuangdao')",2,0
"Exactly 1 of the following cities are in Cameroon: Douala, Mukalla.",1,Cameroon,"('Douala', 'Mukalla')",1,1
"Exactly 2 of the following cities are in Tanzania: Zanzibar, Mbeya.",1,Tanzania,"('Mbeya', 'Zanzibar')",2,2
"Exactly 0 of the following cities are in Bulgaria: Sofia, Gujranwala.",0,Bulgaria,"('Gujranwala', 'Sofia')",0,1
"Exactly 1 of the following cities are in Mauritania: Nouakchott, Malang.",1,Mauritania,"('Malang', 'Nouakchott')",1,1
"Exactly 2 of the following cities are in Japan: Himeji, Itabashi.",1,Japan,"('Himeji', 'Itabashi')",2,2
"Exactly 0 of the following cities are in Nicaragua: Kermanshah, Virar.",1,Nicaragua,"('Kermanshah', 'Virar')",0,0
"Exactly 0 of the following cities are in New Zealand: Tolyatti, Zanzibar.",1,New Zealand,"('Tolyatti', 'Zanzibar')",0,0
"Exactly 2 of the following cities are in Zambia: Lusaka, Golfe.",0,Zambia,"('Golfe', 'Lusaka')",2,1
"Exactly 1 of the following cities are in Comoros: Evaton, Zanzibar.",0,Comoros,"('Evaton', 'Zanzibar')",1,0
"Exactly 0 of the following cities are in Niger: Dandong, Varanasi.",1,Niger,"('Dandong', 'Varanasi')",0,0
"Exactly 0 of the following cities are in Moldova: Zhangye, Chisinau.",0,Moldova,"('Chisinau', 'Zhangye')",0,1
"Exactly 1 of the following cities are in Angola: Arifwala, Lubango.",1,Angola,"('Arifwala', 'Lubango')",1,1
"Exactly 0 of the following cities are in Argentina: Mar del Plata, Salta.",0,Argentina,"('Mar del Plata', 'Salta')",0,2
"Exactly 1 of the following cities are in Burkina Faso: Sargodha, Bobo-Dioulasso.",1,Burkina Faso,"('Bobo-Dioulasso', 'Sargodha')",1,1
"Exactly 0 of the following cities are in Jamaica: Dar es Salaam, New Kingston.",0,Jamaica,"('Dar es Salaam', 'New Kingston')",0,1
"Exactly 1 of the following cities are in Togo: Nova Iguacu, Chennai.",0,Togo,"('Chennai', 'Nova Iguacu')",1,0
"Exactly 2 of the following cities are in Benin: Panjin, Kananga.",0,Benin,"('Kananga', 'Panjin')",2,0
"Exactly 0 of the following cities are in Tajikistan: Dushanbe, Busan.",0,Tajikistan,"('Busan', 'Dushanbe')",0,1
"Exactly 0 of the following cities are in Guinea-Bissau: Zahedan, Kota Bharu.",1,Guinea-Bissau,"('Kota Bharu', 'Zahedan')",0,0
"Exactly 2 of the following cities are in Pakistan: Bannu, Sialkot.",1,Pakistan,"('Bannu', 'Sialkot')",2,2
"Exactly 2 of the following cities are in the Czech Republic: Luancheng, Okara.",0,the Czech Republic,"('Luancheng', 'Okara')",2,0
"Exactly 1 of the following cities are in Sudan: Khartoum North, Owerri.",1,Sudan,"('Khartoum North', 'Owerri')",1,1
"Exactly 2 of the following cities are in Indonesia: Curitiba, Cimahi.",0,Indonesia,"('Cimahi', 'Curitiba')",2,1
"Exactly 0 of the following cities are in Barbados: Bloemfontein, Dhanbad.",1,Barbados,"('Bloemfontein', 'Dhanbad')",0,0
"Exactly 1 of the following cities are in North Korea: Belford Roxo, Culiacan.",0,North Korea,"('Belford Roxo', 'Culiacan')",1,0
"Exactly 0 of the following cities are in Saint Kitts and Nevis: Selayang Baru Utara, Zhengzhou.",1,Saint Kitts and Nevis,"('Selayang Baru Utara', 'Zhengzhou')",0,0
"Exactly 0 of the following cities are in Saudi Arabia: Tangier, Makkah.",0,Saudi Arabia,"('Makkah', 'Tangier')",0,1
"Exactly 0 of the following cities are in Colombia: Barranquilla, Bucaramanga.",0,Colombia,"('Barranquilla', 'Bucaramanga')",0,2
"Exactly 0 of the following cities are in India: Asansol, Guatemala City.",0,India,"('Asansol', 'Guatemala City')",0,1
"Exactly 0 of the following cities are in Iraq: Erbil, Karbala.",0,Iraq,"('Erbil', 'Karbala')",0,2
"Exactly 0 of the following cities are in New Zealand: Detroit, Auckland.",0,New Zealand,"('Auckland', 'Detroit')",0,1
"Exactly 2 of the following cities are in Cameroon: Douala, Suining.",0,Cameroon,"('Douala', 'Suining')",2,1
"Exactly 2 of the following cities are in Myanmar: Huizhou, Guilin.",0,Myanmar,"('Guilin', 'Huizhou')",2,0
"Exactly 1 of the following cities are in Malaysia: Nashik, Petaling Jaya.",1,Malaysia,"('Nashik', 'Petaling Jaya')",1,1
"Exactly 0 of the following cities are in Mali: Bamako, Zhumadian.",0,Mali,"('Bamako', 'Zhumadian')",0,1
"Exactly 0 of the following cities are in Monaco: Ciudad Juarez, Zhu Cheng City.",1,Monaco,"('Ciudad Juarez', 'Zhu Cheng City')",0,0
"Exactly 0 of the following cities are in Sudan: Omdurman, Nyala.",0,Sudan,"('Nyala', 'Omdurman')",0,2
"Exactly 1 of the following cities are in Burundi: Hwaseong-si, Bujumbura.",1,Burundi,"('Bujumbura', 'Hwaseong-si')",1,1
"Exactly 0 of the following cities are in Japan: Sadr City, Al Ahmadi.",1,Japan,"('Al Ahmadi', 'Sadr City')",0,0
"Exactly 1 of the following cities are in Malaysia: Kota Kinabalu, Luohe.",1,Malaysia,"('Kota Kinabalu', 'Luohe')",1,1
"Exactly 0 of the following cities are in Slovakia: Zhangjiagang, Jambi City.",1,Slovakia,"('Jambi City', 'Zhangjiagang')",0,0
"Exactly 2 of the following cities are in Brazil: Sorocaba, Joao Pessoa.",1,Brazil,"('Joao Pessoa', 'Sorocaba')",2,2
"Exactly 1 of the following cities are in Japan: Osaka, Sapporo.",0,Japan,"('Osaka', 'Sapporo')",1,2
"Exactly 1 of the following cities are in Iraq: Nasiriyah, Erbil.",0,Iraq,"('Erbil', 'Nasiriyah')",1,2
"Exactly 0 of the following cities are in Bulgaria: Dandong, Porto Alegre.",1,Bulgaria,"('Dandong', 'Porto Alegre')",0,0
"Exactly 1 of the following cities are in Bolivia: Krasnodar, Nyala.",0,Bolivia,"('Krasnodar', 'Nyala')",1,0
"Exactly 0 of the following cities are in Senegal: Pikine, Dakar.",0,Senegal,"('Dakar', 'Pikine')",0,2
"Exactly 1 of the following cities are in Trinidad and Tobago: Mudanjiang, Ibague.",0,Trinidad and Tobago,"('Ibague', 'Mudanjiang')",1,0
"Exactly 0 of the following cities are in Vanuatu: Shekhupura, Tangier.",1,Vanuatu,"('Shekhupura', 'Tangier')",0,0
"Exactly 2 of the following cities are in the Philippines: Comilla, Taguig.",0,the Philippines,"('Comilla', 'Taguig')",2,1
"Exactly 2 of the following cities are in Japan: Adachi, Aihara.",1,Japan,"('Adachi', 'Aihara')",2,2
"Exactly 0 of the following cities are in New Zealand: Zhangzhou, Coimbatore.",1,New Zealand,"('Coimbatore', 'Zhangzhou')",0,0
"Exactly 0 of the following cities are in Chile: Puente Alto, Jinan.",0,Chile,"('Jinan', 'Puente Alto')",0,1
"Exactly 0 of the following cities are in Canada: Quebec, Duque de Caxias.",0,Canada,"('Duque de Caxias', 'Quebec')",0,1
"Exactly 1 of the following cities are in Latvia: Douala, Phnom Penh.",0,Latvia,"('Douala', 'Phnom Penh')",1,0
"Exactly 0 of the following cities are in San Marino: Chunian, Panjin.",1,San Marino,"('Chunian', 'Panjin')",0,0
"Exactly 2 of the following cities are in Mozambique: Nampula, Beira.",1,Mozambique,"('Beira', 'Nampula')",2,2
"Exactly 1 of the following cities are in Yemen: Mukalla, Chelyabinsk.",1,Yemen,"('Chelyabinsk', 'Mukalla')",1,1
"Exactly 2 of the following cities are in the Philippines: Davao, Cagayan de Oro.",1,the Philippines,"('Cagayan de Oro', 'Davao')",2,2
"Exactly 1 of the following cities are in Yemen: Hanzhong, Irbid.",0,Yemen,"('Hanzhong', 'Irbid')",1,0
"Exactly 0 of the following cities are in Serbia: Chicago, Acapulco de Juarez.",1,Serbia,"('Acapulco de Juarez', 'Chicago')",0,0
"Exactly 1 of the following cities are in Pakistan: Battagram, Rahim Yar Khan.",0,Pakistan,"('Battagram', 'Rahim Yar Khan')",1,2
"Exactly 1 of the following cities are in Egypt: Madinat an Nasr, Assiut.",0,Egypt,"('Assiut', 'Madinat an Nasr')",1,2
"Exactly 2 of the following cities are in Malaysia: Ipoh, Kampung Baru Subang.",1,Malaysia,"('Ipoh', 'Kampung Baru Subang')",2,2
"Exactly 1 of the following cities are in the United States: Tucson, New York City.",0,the United States,"('New York City', 'Tucson')",1,2
"Exactly 2 of the following cities are in South Africa: Soshanguve, Johannesburg.",1,South Africa,"('Johannesburg', 'Soshanguve')",2,2
"Exactly 2 of the following cities are in Myanmar: Hlaingthaya, Nay Pyi Taw.",1,Myanmar,"('Hlaingthaya', 'Nay Pyi Taw')",2,2
"Exactly 0 of the following cities are in Mauritania: Vinh, Qionghai.",1,Mauritania,"('Qionghai', 'Vinh')",0,0
"Exactly 2 of the following cities are in Bangladesh: Mirpur Model Thana, Gazipur.",1,Bangladesh,"('Gazipur', 'Mirpur Model Thana')",2,2
"Exactly 0 of the following cities are in Sudan: Subang Jaya, Benin City.",1,Sudan,"('Benin City', 'Subang Jaya')",0,0
"Exactly 2 of the following cities are in Tajikistan: Chennai, Balbala.",0,Tajikistan,"('Balbala', 'Chennai')",2,0
"Exactly 2 of the following cities are in Egypt: Al Fayyum, Giza.",1,Egypt,"('Al Fayyum', 'Giza')",2,2
"Exactly 0 of the following cities are in Guinea: Ziyang, Camayenne.",0,Guinea,"('Camayenne', 'Ziyang')",0,1
"Exactly 0 of the following cities are in Burkina Faso: Budapest, Bobo-Dioulasso.",0,Burkina Faso,"('Bobo-Dioulasso', 'Budapest')",0,1
"Exactly 0 of the following cities are in Monaco: Tabriz, Xiamen.",1,Monaco,"('Tabriz', 'Xiamen')",0,0
"Exactly 1 of the following cities are in Iran: Orumiyeh, Leon de los Aldama.",1,Iran,"('Leon de los Aldama', 'Orumiyeh')",1,1
"Exactly 2 of the following cities are in Cyprus: Xiangtan, Serang.",0,Cyprus,"('Serang', 'Xiangtan')",2,0
"Exactly 0 of the following cities are in Morocco: Meknes, Marrakesh.",0,Morocco,"('Marrakesh', 'Meknes')",0,2
"Exactly 2 of the following cities are in Russia: Yaroslavl, Volgograd.",1,Russia,"('Volgograd', 'Yaroslavl')",2,2
"Exactly 1 of the following cities are in Togo: Bandar Lampung, Lome.",1,Togo,"('Bandar Lampung', 'Lome')",1,1
"Exactly 1 of the following cities are in Ecuador: Porto Alegre, Barquisimeto.",0,Ecuador,"('Barquisimeto', 'Porto Alegre')",1,0
"Exactly 1 of the following cities are in Fiji: Aden, Chattogram.",0,Fiji,"('Aden', 'Chattogram')",1,0
"Exactly 2 of the following cities are in Indonesia: Bogor, South Tangerang.",1,Indonesia,"('Bogor', 'South Tangerang')",2,2
"Exactly 2 of the following cities are in Afghanistan: Cuautitlan Izcalli, Guiyang.",0,Afghanistan,"('Cuautitlan Izcalli', 'Guiyang')",2,0
"Exactly 2 of the following cities are in Angola: Camama, Hoji ya Henda.",1,Angola,"('Camama', 'Hoji ya Henda')",2,2
"Exactly 1 of the following cities are in South Africa: Pretoria, Durban.",0,South Africa,"('Durban', 'Pretoria')",1,2
"Exactly 0 of the following cities are in Togo: Lome, Naucalpan de Juarez.",0,Togo,"('Lome', 'Naucalpan de Juarez')",0,1
"Exactly 0 of the following cities are in Ghana: Taiz, Warangal.",1,Ghana,"('Taiz', 'Warangal')",0,0
"Exactly 1 of the following cities are in Ireland: Denpasar, Matsuyama.",0,Ireland,"('Denpasar', 'Matsuyama')",1,0
"Exactly 0 of the following cities are in Ecuador: Guayaquil, Kampung Baru Subang.",0,Ecuador,"('Guayaquil', 'Kampung Baru Subang')",0,1
"Exactly 2 of the following cities are in Nigeria: Maiduguri, Ilorin.",1,Nigeria,"('Ilorin', 'Maiduguri')",2,2
"Exactly 2 of the following cities are in Mauritania: Riga, Cheonan.",0,Mauritania,"('Cheonan', 'Riga')",2,0
"Exactly 1 of the following cities are in Ukraine: Bucaramanga, Dnipro.",1,Ukraine,"('Bucaramanga', 'Dnipro')",1,1
"Exactly 1 of the following cities are in Argentina: San Miguel de Tucuman, Mar del Plata.",0,Argentina,"('Mar del Plata', 'San Miguel de Tucuman')",1,2
"Exactly 1 of the following cities are in Cambodia: Dharavi, Mombasa.",0,Cambodia,"('Dharavi', 'Mombasa')",1,0
"Exactly 0 of the following cities are in Palau: Qinzhou, Tirunelveli.",1,Palau,"('Qinzhou', 'Tirunelveli')",0,0
"Exactly 0 of the following cities are in Indonesia: Suining, Cuttack.",1,Indonesia,"('Cuttack', 'Suining')",0,0
"Exactly 2 of the following cities are in the Democratic Republic of the Congo: Lubumbashi, Kisangani.",1,the Democratic Republic of the Congo,"('Kisangani', 'Lubumbashi')",2,2
"Exactly 2 of the following cities are in South Korea: Anyang-si, Bucheon-si.",1,South Korea,"('Anyang-si', 'Bucheon-si')",2,2
"Exactly 0 of the following cities are in Bosnia and Herzegovina: Xiaogan, Kaduna.",1,Bosnia and Herzegovina,"('Kaduna', 'Xiaogan')",0,0
"Exactly 2 of the following cities are in Somalia: Borama, Hamadan.",0,Somalia,"('Borama', 'Hamadan')",2,1
"Exactly 0 of the following cities are in Poland: Zhaoqing, Krakow.",0,Poland,"('Krakow', 'Zhaoqing')",0,1
"Exactly 2 of the following cities are in Cape Verde: Tianshui, Makhachkala.",0,Cape Verde,"('Makhachkala', 'Tianshui')",2,0
"Exactly 1 of the following cities are in Uruguay: Douala, Rahim Yar Khan.",0,Uruguay,"('Douala', 'Rahim Yar Khan')",1,0
"Exactly 0 of the following cities are in Brazil: Porto Alegre, Ananindeua.",0,Brazil,"('Ananindeua', 'Porto Alegre')",0,2
"Exactly 2 of the following cities are in South Korea: Ansan-si, Seongnam-si.",1,South Korea,"('Ansan-si', 'Seongnam-si')",2,2
"Exactly 2 of the following cities are in Lithuania: Dhanbad, Vilnius.",0,Lithuania,"('Dhanbad', 'Vilnius')",2,1
"Exactly 2 of the following cities are in the United Arab Emirates: Prayagraj, Bhubaneswar.",0,the United Arab Emirates,"('Bhubaneswar', 'Prayagraj')",2,0
"Exactly 2 of the following cities are in Algeria: Benoni, Al Ahmadi.",0,Algeria,"('Al Ahmadi', 'Benoni')",2,0
"Exactly 0 of the following cities are in the Czech Republic: Copenhagen, Xuchang.",1,the Czech Republic,"('Copenhagen', 'Xuchang')",0,0
"Exactly 2 of the following cities are in Colombia: Ibague, Barranquilla.",1,Colombia,"('Barranquilla', 'Ibague')",2,2
"Exactly 2 of the following cities are in Pakistan: Gujrat, Battagram.",1,Pakistan,"('Battagram', 'Gujrat')",2,2
"Exactly 2 of the following cities are in Syria: Hermosillo, Saitama.",0,Syria,"('Hermosillo', 'Saitama')",2,0
"Exactly 0 of the following cities are in Malawi: Lilongwe, Zaozhuang.",0,Malawi,"('Lilongwe', 'Zaozhuang')",0,1
"Exactly 0 of the following cities are in Laos: Vientiane, Da Nang.",0,Laos,"('Da Nang', 'Vientiane')",0,1
"Exactly 0 of the following cities are in Moldova: Bauchi, Nha Trang.",1,Moldova,"('Bauchi', 'Nha Trang')",0,0
"Exactly 0 of the following cities are in Mozambique: Beira, Calumbo.",0,Mozambique,"('Beira', 'Calumbo')",0,1
"Exactly 2 of the following cities are in Japan: Laibin, Zhenjiang.",0,Japan,"('Laibin', 'Zhenjiang')",2,0
