statement,label,city,country,correct_country
The city of Kitakyushu is in Japan.,1,Kitakyushu,Japan,Japan
The city of Taiz is in Yemen.,1,Taiz,Yemen,Yemen
The city of Ndola is in Zambia.,1,Ndola,Zambia,Zambia
The city of Thane is in India.,1,Thane,India,India
The city of Jiaozuo is in China.,1,Jiaozuo,China,China
The city of Astana is in Hungary.,0,Astana,Hungary,Kazakhstan
The city of Changwon is in South Korea.,1,Changwon,South Korea,South Korea
The city of Kirkuk is in Iraq.,1,Kirkuk,Iraq,Iraq
The city of Guarulhos is in Azerbaijan.,0,Guarulhos,Azerbaijan,Brazil
The city of Mexicali is in Russia.,0,Mexicali,Russia,Mexico
The city of Okayama is in Japan.,1,Okayama,Japan,Japan
The city of Laiwu is in Sudan.,0,Laiwu,Sudan,China
The city of Faisalabad is in Pakistan.,1,Faisalabad,Pakistan,Pakistan
The city of Xinyang is in China.,1,Xinyang,China,China
The city of Anyang-si is in Poland.,0,Anyang-si,Poland,South Korea
The city of Mukalla is in Indonesia.,0,Mukalla,Indonesia,Yemen
The city of Shenyang is in Malaysia.,0,Shenyang,Malaysia,China
The city of Guankou is in China.,1,Guankou,China,China
The city of Guwahati is in India.,1,Guwahati,India,India
The city of Mirpur Model Thana is in Burkina Faso.,0,Mirpur Model Thana,Burkina Faso,Bangladesh
The city of Mbeya is in Tanzania.,1,Mbeya,Tanzania,Tanzania
The city of Ta'if is in Saudi Arabia.,1,Ta'if,Saudi Arabia,Saudi Arabia
The city of Seoul is in South Korea.,1,Seoul,South Korea,South Korea
The city of Aqsu is in Russia.,0,Aqsu,Russia,China
The city of Wroclaw is in Poland.,1,Wroclaw,Poland,Poland
The city of Bobo-Dioulasso is in Burkina Faso.,1,Bobo-Dioulasso,Burkina Faso,Burkina Faso
The city of Guang'an is in China.,1,Guang'an,China,China
The city of Qujing is in China.,1,Qujing,China,China
The city of Oklahoma City is in the United States.,1,Oklahoma City,the United States,the United States
The city of Calgary is in Canada.,1,Calgary,Canada,Canada
The city of Sao Bernardo do Campo is in Nigeria.,0,Sao Bernardo do Campo,Nigeria,Brazil
The city of Orenburg is in Russia.,1,Orenburg,Russia,Russia
The city of Rizhao is in India.,0,Rizhao,India,China
The city of Dushanbe is in China.,0,Dushanbe,China,Tajikistan
The city of Xianyang is in China.,1,Xianyang,China,China
The city of Gwalior is in China.,0,Gwalior,China,India
The city of Kampala is in Uganda.,1,Kampala,Uganda,Uganda
The city of Kumamoto is in Brazil.,0,Kumamoto,Brazil,Japan
The city of Petaling Jaya is in China.,0,Petaling Jaya,China,Malaysia
The city of Giza is in Egypt.,1,Giza,Egypt,Egypt
The city of Seoul is in Mozambique.,0,Seoul,Mozambique,South Korea
The city of Zagreb is in India.,0,Zagreb,India,Croatia
The city of Utsunomiya is in Japan.,1,Utsunomiya,Japan,Japan
The city of Shaoxing is in South Korea.,0,Shaoxing,South Korea,China
The city of Johor Bahru is in France.,0,Johor Bahru,France,Malaysia
The city of Stockholm is in the Dominican Republic.,0,Stockholm,the Dominican Republic,Sweden
The city of Lome is in Togo.,1,Lome,Togo,Togo
The city of Benin City is in Nigeria.,1,Benin City,Nigeria,Nigeria
The city of Goiania is in the Democratic Republic of the Congo.,0,Goiania,the Democratic Republic of the Congo,Brazil
The city of Dodoma is in China.,0,Dodoma,China,Tanzania
The city of Daxing'anling is in Nepal.,0,Daxing'anling,Nepal,China
The city of Ecatepec de Morelos is in Mexico.,1,Ecatepec de Morelos,Mexico,Mexico
The city of New Kingston is in Jamaica.,1,New Kingston,Jamaica,Jamaica
The city of Zhaoqing is in China.,1,Zhaoqing,China,China
The city of Shihezi is in Turkey.,0,Shihezi,Turkey,China
The city of Liupanshui is in South Korea.,0,Liupanshui,South Korea,China
The city of Lviv is in Ukraine.,1,Lviv,Ukraine,Ukraine
The city of Kanpur is in India.,1,Kanpur,India,India
The city of Heze is in Iraq.,0,Heze,Iraq,China
The city of Addis Ababa is in India.,0,Addis Ababa,India,Ethiopia
The city of Shanghai is in China.,1,Shanghai,China,China
The city of Makati City is in China.,0,Makati City,China,the Philippines
The city of Almaty is in Kazakhstan.,1,Almaty,Kazakhstan,Kazakhstan
The city of Dakar is in Senegal.,1,Dakar,Senegal,Senegal
The city of Abu Dhabi is in the Dominican Republic.,0,Abu Dhabi,the Dominican Republic,the United Arab Emirates
The city of E'zhou is in Zambia.,0,E'zhou,Zambia,China
The city of Pudong is in Morocco.,0,Pudong,Morocco,China
The city of Isfahan is in Syria.,0,Isfahan,Syria,Iran
The city of Heroica Matamoros is in Mexico.,1,Heroica Matamoros,Mexico,Mexico
The city of Joao Pessoa is in Lithuania.,0,Joao Pessoa,Lithuania,Brazil
The city of Indianapolis is in Japan.,0,Indianapolis,Japan,the United States
The city of Thiruvananthapuram is in India.,1,Thiruvananthapuram,India,India
The city of Brasilia is in Venezuela.,0,Brasilia,Venezuela,Brazil
The city of Asmara is in South Korea.,0,Asmara,South Korea,Eritrea
The city of Managua is in China.,0,Managua,China,Nicaragua
The city of Kumasi is in Ghana.,1,Kumasi,Ghana,Ghana
The city of Huludao is in China.,1,Huludao,China,China
The city of Barranquilla is in Mexico.,0,Barranquilla,Mexico,Colombia
The city of Salta is in Argentina.,1,Salta,Argentina,Argentina
The city of Jiangyin is in China.,1,Jiangyin,China,China
The city of Chattogram is in Bangladesh.,1,Chattogram,Bangladesh,Bangladesh
The city of Weifang is in Turkey.,0,Weifang,Turkey,China
The city of Ebute Ikorodu is in the Philippines.,0,Ebute Ikorodu,the Philippines,Nigeria
The city of Jalandhar is in India.,1,Jalandhar,India,India
The city of Mombasa is in Kenya.,1,Mombasa,Kenya,Kenya
The city of Bhilai is in Brazil.,0,Bhilai,Brazil,India
The city of Zahedan is in Iran.,1,Zahedan,Iran,Iran
The city of Wuwei is in Russia.,0,Wuwei,Russia,China
The city of Hiroshima is in Japan.,1,Hiroshima,Japan,Japan
The city of Kyiv is in Germany.,0,Kyiv,Germany,Ukraine
The city of Chicago is in China.,0,Chicago,China,the United States
The city of Al Mahallah al Kubra is in Egypt.,1,Al Mahallah al Kubra,Egypt,Egypt
The city of Ujjain is in Japan.,0,Ujjain,Japan,India
The city of Aparecida de Goiania is in India.,0,Aparecida de Goiania,India,Brazil
The city of Chuxiong is in China.,1,Chuxiong,China,China
The city of Daegu is in Mexico.,0,Daegu,Mexico,South Korea
The city of Pretoria is in Egypt.,0,Pretoria,Egypt,South Africa
The city of Shangluo is in China.,1,Shangluo,China,China
The city of Cangzhou is in the United States.,0,Cangzhou,the United States,China
The city of Zapopan is in Mexico.,1,Zapopan,Mexico,Mexico
The city of Panzhihua is in China.,1,Panzhihua,China,China
The city of Chiclayo is in Peru.,1,Chiclayo,Peru,Peru
The city of Aden is in Yemen.,1,Aden,Yemen,Yemen
The city of Ulhasnagar is in India.,1,Ulhasnagar,India,India
The city of Al Mawsil al Jadidah is in Iraq.,1,Al Mawsil al Jadidah,Iraq,Iraq
The city of Sapporo is in Japan.,1,Sapporo,Japan,Japan
The city of Madurai is in India.,1,Madurai,India,India
The city of Duque de Caxias is in Brazil.,1,Duque de Caxias,Brazil,Brazil
The city of Mar del Plata is in China.,0,Mar del Plata,China,Argentina
The city of Beirut is in India.,0,Beirut,India,Lebanon
The city of Okara is in Pakistan.,1,Okara,Pakistan,Pakistan
The city of Jambi City is in China.,0,Jambi City,China,Indonesia
The city of Nairobi is in Kenya.,1,Nairobi,Kenya,Kenya
The city of Hannover is in Afghanistan.,0,Hannover,Afghanistan,Germany
The city of Kikwit is in Argentina.,0,Kikwit,Argentina,the Democratic Republic of the Congo
The city of Guigang is in India.,0,Guigang,India,China
The city of Ghaziabad is in China.,0,Ghaziabad,China,India
The city of Zhumadian is in China.,1,Zhumadian,China,China
The city of Libreville is in Gabon.,1,Libreville,Gabon,Gabon
The city of Tabriz is in Turkey.,0,Tabriz,Turkey,Iran
The city of Budta is in Japan.,0,Budta,Japan,the Philippines
The city of Cankaya is in Mozambique.,0,Cankaya,Mozambique,Turkey
The city of Tijuana is in Mexico.,1,Tijuana,Mexico,Mexico
The city of Kuantan is in China.,0,Kuantan,China,Malaysia
The city of Arak is in India.,0,Arak,India,Iran
The city of Orenburg is in Turkey.,0,Orenburg,Turkey,Russia
The city of Aracaju is in Brazil.,1,Aracaju,Brazil,Brazil
The city of Saint Petersburg is in Russia.,1,Saint Petersburg,Russia,Russia
The city of Qingpu is in China.,1,Qingpu,China,China
The city of Serang is in Sudan.,0,Serang,Sudan,Indonesia
The city of Zigong is in Turkey.,0,Zigong,Turkey,China
The city of Pallabi is in New Zealand.,0,Pallabi,New Zealand,Bangladesh
The city of Dera Ismail Khan is in Mozambique.,0,Dera Ismail Khan,Mozambique,Pakistan
The city of Tangshan is in China.,1,Tangshan,China,China
The city of Rajkot is in India.,1,Rajkot,India,India
The city of Zhangzhou is in China.,1,Zhangzhou,China,China
The city of Asmara is in Eritrea.,1,Asmara,Eritrea,Eritrea
The city of Munich is in Germany.,1,Munich,Germany,Germany
The city of Ghaziabad is in India.,1,Ghaziabad,India,India
The city of Malacca is in China.,0,Malacca,China,Malaysia
The city of Suqian is in China.,1,Suqian,China,China
The city of Bucheon-si is in South Korea.,1,Bucheon-si,South Korea,South Korea
The city of Multan is in Malaysia.,0,Multan,Malaysia,Pakistan
The city of Belford Roxo is in Brazil.,1,Belford Roxo,Brazil,Brazil
The city of Balbala is in India.,0,Balbala,India,Djibouti
The city of Vijayawada is in India.,1,Vijayawada,India,India
The city of Antalya is in Turkey.,1,Antalya,Turkey,Turkey
The city of Hamadan is in Jordan.,0,Hamadan,Jordan,Iran
The city of Jajmau is in India.,1,Jajmau,India,India
The city of Batam is in Indonesia.,1,Batam,Indonesia,Indonesia
The city of Taiz is in Nigeria.,0,Taiz,Nigeria,Yemen
The city of Pune is in the United States.,0,Pune,the United States,India
The city of Rio de Janeiro is in China.,0,Rio de Janeiro,China,Brazil
The city of Karbala is in Kuwait.,0,Karbala,Kuwait,Iraq
The city of Ibadan is in India.,0,Ibadan,India,Nigeria
The city of Ahmedabad is in China.,0,Ahmedabad,China,India
The city of Abidjan is in Brazil.,0,Abidjan,Brazil,Côte d'Ivoire
The city of Quetta is in India.,0,Quetta,India,Pakistan
The city of Nowrangapur is in India.,1,Nowrangapur,India,India
The city of Jiamusi is in China.,1,Jiamusi,China,China
The city of Palembang is in Russia.,0,Palembang,Russia,Indonesia
The city of Santiago de Cuba is in Cuba.,1,Santiago de Cuba,Cuba,Cuba
The city of Binzhou is in China.,1,Binzhou,China,China
The city of Jabalpur is in Nigeria.,0,Jabalpur,Nigeria,India
The city of Pallabi is in Bangladesh.,1,Pallabi,Bangladesh,Bangladesh
The city of Banjarmasin is in Indonesia.,1,Banjarmasin,Indonesia,Indonesia
The city of Nampula is in Pakistan.,0,Nampula,Pakistan,Mozambique
The city of Tangerang is in Germany.,0,Tangerang,Germany,Indonesia
The city of Osaka is in Japan.,1,Osaka,Japan,Japan
The city of Bengbu is in the United States.,0,Bengbu,the United States,China
The city of Samarinda is in Russia.,0,Samarinda,Russia,Indonesia
The city of Baise is in China.,1,Baise,China,China
The city of Kathmandu is in Nepal.,1,Kathmandu,Nepal,Nepal
The city of Meizhou is in China.,1,Meizhou,China,China
The city of Londrina is in China.,0,Londrina,China,Brazil
The city of Evaton is in Malawi.,0,Evaton,Malawi,South Africa
The city of Diyarbakir is in Turkey.,1,Diyarbakir,Turkey,Turkey
The city of Yinchuan is in France.,0,Yinchuan,France,China
The city of Guankou is in Poland.,0,Guankou,Poland,China
The city of Ra's Bayrut is in Lebanon.,1,Ra's Bayrut,Lebanon,Lebanon
The city of Niteroi is in India.,0,Niteroi,India,Brazil
The city of Huzhou is in China.,1,Huzhou,China,China
The city of Bujumbura is in China.,0,Bujumbura,China,Burundi
The city of Bayan Nur is in China.,1,Bayan Nur,China,China
The city of Minhang is in China.,1,Minhang,China,China
The city of Feira de Santana is in Brazil.,1,Feira de Santana,Brazil,Brazil
The city of Zhanjiang is in China.,1,Zhanjiang,China,China
The city of Chongming is in Tanzania.,0,Chongming,Tanzania,China
The city of Samarkand is in Uzbekistan.,1,Samarkand,Uzbekistan,Uzbekistan
The city of Al Ahmadi is in Yemen.,0,Al Ahmadi,Yemen,Kuwait
The city of Thuan An is in Vietnam.,1,Thuan An,Vietnam,Vietnam
The city of Andijon is in China.,0,Andijon,China,Uzbekistan
The city of Balikpapan is in Indonesia.,1,Balikpapan,Indonesia,Indonesia
The city of Cuautitlan Izcalli is in Turkey.,0,Cuautitlan Izcalli,Turkey,Mexico
The city of Kunshan is in Zimbabwe.,0,Kunshan,Zimbabwe,China
The city of Aktobe is in Kazakhstan.,1,Aktobe,Kazakhstan,Kazakhstan
The city of Sharjah is in Brazil.,0,Sharjah,Brazil,the United Arab Emirates
The city of Sarajevo is in Bosnia and Herzegovina.,1,Sarajevo,Bosnia and Herzegovina,Bosnia and Herzegovina
The city of Kalyan is in India.,1,Kalyan,India,India
The city of Kolwezi is in Mozambique.,0,Kolwezi,Mozambique,the Democratic Republic of the Congo
The city of Torreon is in Mexico.,1,Torreon,Mexico,Mexico
The city of Bloemfontein is in China.,0,Bloemfontein,China,South Africa
The city of Situbondo is in Indonesia.,1,Situbondo,Indonesia,Indonesia
The city of Kalininskiy is in Germany.,0,Kalininskiy,Germany,Russia
The city of Krasnoyarsk is in Russia.,1,Krasnoyarsk,Russia,Russia
The city of Busan is in China.,0,Busan,China,South Korea
The city of Bangkok is in South Korea.,0,Bangkok,South Korea,Thailand
The city of Ulsan is in South Korea.,1,Ulsan,South Korea,South Korea
The city of Setagaya is in Hungary.,0,Setagaya,Hungary,Japan
The city of Haiphong is in Vietnam.,1,Haiphong,Vietnam,Vietnam
The city of Iztapalapa is in Mexico.,1,Iztapalapa,Mexico,Mexico
The city of Nakuru is in Turkey.,0,Nakuru,Turkey,Kenya
The city of Agadir is in Kenya.,0,Agadir,Kenya,Morocco
The city of Santiago de Cuba is in China.,0,Santiago de Cuba,China,Cuba
The city of Ulsan is in China.,0,Ulsan,China,South Korea
The city of Johor Bahru is in Malaysia.,1,Johor Bahru,Malaysia,Malaysia
The city of Zamboanga is in the Philippines.,1,Zamboanga,the Philippines,the Philippines
The city of Budapest is in Hungary.,1,Budapest,Hungary,Hungary
The city of Minhang is in the United States.,0,Minhang,the United States,China
The city of Kermanshah is in Malaysia.,0,Kermanshah,Malaysia,Iran
The city of Seattle is in the United States.,1,Seattle,the United States,the United States
The city of Sorocaba is in Brazil.,1,Sorocaba,Brazil,Brazil
The city of Daqing is in India.,0,Daqing,India,China
The city of Gqeberha is in China.,0,Gqeberha,China,South Africa
The city of Bokaro is in India.,1,Bokaro,India,India
The city of Assiut is in Indonesia.,0,Assiut,Indonesia,Egypt
The city of Ouagadougou is in Burkina Faso.,1,Ouagadougou,Burkina Faso,Burkina Faso
The city of Nha Trang is in Vietnam.,1,Nha Trang,Vietnam,Vietnam
The city of Ahmedabad is in India.,1,Ahmedabad,India,India
The city of Zanzibar is in Tanzania.,1,Zanzibar,Tanzania,Tanzania
The city of Katsina is in South Korea.,0,Katsina,South Korea,Nigeria
The city of Selayang Baru Utara is in Malaysia.,1,Selayang Baru Utara,Malaysia,Malaysia
The city of Nanjing is in China.,1,Nanjing,China,China
The city of Jammu is in India.,1,Jammu,India,India
The city of Beira is in Mozambique.,1,Beira,Mozambique,Mozambique
The city of Duesseldorf is in Vietnam.,0,Duesseldorf,Vietnam,Germany
The city of Maiduguri is in Nigeria.,1,Maiduguri,Nigeria,Nigeria
The city of Auckland is in New Zealand.,1,Auckland,New Zealand,New Zealand
The city of Muscat is in China.,0,Muscat,China,Oman
The city of Cuautitlan Izcalli is in Mexico.,1,Cuautitlan Izcalli,Mexico,Mexico
The city of Benin City is in Saudi Arabia.,0,Benin City,Saudi Arabia,Nigeria
The city of Fes is in the Democratic Republic of the Congo.,0,Fes,the Democratic Republic of the Congo,Morocco
The city of Laiwu is in China.,1,Laiwu,China,China
The city of Nanchang is in China.,1,Nanchang,China,China
The city of Enugu is in China.,0,Enugu,China,Nigeria
The city of Changshu is in Bangladesh.,0,Changshu,Bangladesh,China
The city of Situbondo is in China.,0,Situbondo,China,Indonesia
The city of Rostov-on-Don is in China.,0,Rostov-on-Don,China,Russia
The city of Ta'if is in Nigeria.,0,Ta'if,Nigeria,Saudi Arabia
The city of Ajmer is in India.,1,Ajmer,India,India
The city of Chattogram is in Djibouti.,0,Chattogram,Djibouti,Bangladesh
The city of Cancun is in Vietnam.,0,Cancun,Vietnam,Mexico
The city of Karachi is in Pakistan.,1,Karachi,Pakistan,Pakistan
The city of Muntinlupa is in the Philippines.,1,Muntinlupa,the Philippines,the Philippines
The city of Jakarta is in Mongolia.,0,Jakarta,Mongolia,Indonesia
The city of Cape Town is in South Africa.,1,Cape Town,South Africa,South Africa
The city of Kuala Lumpur is in Japan.,0,Kuala Lumpur,Japan,Malaysia
The city of Davao is in China.,0,Davao,China,the Philippines
The city of Tashkent is in Uzbekistan.,1,Tashkent,Uzbekistan,Uzbekistan
The city of Binzhou is in Côte d'Ivoire.,0,Binzhou,Côte d'Ivoire,China
The city of Hamadan is in Iran.,1,Hamadan,Iran,Iran
The city of Thiruvananthapuram is in Mozambique.,0,Thiruvananthapuram,Mozambique,India
The city of Port Harcourt is in China.,0,Port Harcourt,China,Nigeria
The city of Iztapalapa is in Malaysia.,0,Iztapalapa,Malaysia,Mexico
The city of Kallakurichi is in India.,1,Kallakurichi,India,India
The city of Lubumbashi is in Mexico.,0,Lubumbashi,Mexico,the Democratic Republic of the Congo
The city of Zhenjiang is in China.,1,Zhenjiang,China,China
The city of Lahore is in the Democratic Republic of the Congo.,0,Lahore,the Democratic Republic of the Congo,Pakistan
The city of Jiaozuo is in Brazil.,0,Jiaozuo,Brazil,China
The city of Samarinda is in Indonesia.,1,Samarinda,Indonesia,Indonesia
The city of Bhopal is in Egypt.,0,Bhopal,Egypt,India
The city of Dhanbad is in the United States.,0,Dhanbad,the United States,India
The city of Santo Domingo Oeste is in Iran.,0,Santo Domingo Oeste,Iran,the Dominican Republic
The city of Tokyo is in Japan.,1,Tokyo,Japan,Japan
The city of Arak is in Iran.,1,Arak,Iran,Iran
The city of Teni is in India.,1,Teni,India,India
The city of Ya'an is in Russia.,0,Ya'an,Russia,China
The city of Lusaka is in Zambia.,1,Lusaka,Zambia,Zambia
The city of Golfe is in Togo.,0,Golfe,Togo,Angola
The city of Panshan is in China.,1,Panshan,China,China
The city of Langfang is in China.,1,Langfang,China,China
The city of Milwaukee is in Brazil.,0,Milwaukee,Brazil,the United States
The city of Shijiazhuang is in Belarus.,0,Shijiazhuang,Belarus,China
The city of Piura is in Peru.,1,Piura,Peru,Peru
The city of San Luis Potosi is in China.,0,San Luis Potosi,China,Mexico
The city of Quebec is in Canada.,1,Quebec,Canada,Canada
The city of Krakow is in China.,0,Krakow,China,Poland
The city of Fuxin is in China.,1,Fuxin,China,China
The city of Cuiaba is in Brazil.,1,Cuiaba,Brazil,Brazil
The city of Perm is in India.,0,Perm,India,Russia
The city of Guayaquil is in Bangladesh.,0,Guayaquil,Bangladesh,Ecuador
The city of Balbala is in Djibouti.,1,Balbala,Djibouti,Djibouti
The city of Douala is in China.,0,Douala,China,Cameroon
The city of Hongkou is in Morocco.,0,Hongkou,Morocco,China
The city of Zhabei is in Japan.,0,Zhabei,Japan,China
The city of Bukit Rahman Putra is in Malaysia.,1,Bukit Rahman Putra,Malaysia,Malaysia
The city of Zunyi is in China.,1,Zunyi,China,China
The city of Mysuru is in China.,0,Mysuru,China,India
The city of Yangpu is in India.,0,Yangpu,India,China
The city of Sultanah is in China.,0,Sultanah,China,Saudi Arabia
The city of Harare is in India.,0,Harare,India,Zimbabwe
The city of Meerut is in Pakistan.,0,Meerut,Pakistan,India
The city of Cangzhou is in China.,1,Cangzhou,China,China
The city of Mukalla is in Yemen.,1,Mukalla,Yemen,Yemen
The city of Luohe is in China.,1,Luohe,China,China
The city of Changshu is in China.,1,Changshu,China,China
The city of Xining is in India.,0,Xining,India,China
The city of Bulawayo is in Japan.,0,Bulawayo,Japan,Zimbabwe
The city of Phnom Penh is in Chad.,0,Phnom Penh,Chad,Cambodia
The city of Maceio is in Brazil.,1,Maceio,Brazil,Brazil
The city of Yichang is in the Democratic Republic of the Congo.,0,Yichang,the Democratic Republic of the Congo,China
The city of Changchun is in China.,1,Changchun,China,China
The city of Omdurman is in Sudan.,1,Omdurman,Sudan,Sudan
The city of Shubra al Khaymah is in Indonesia.,0,Shubra al Khaymah,Indonesia,Egypt
The city of Luzhou is in China.,1,Luzhou,China,China
The city of Leon de los Aldama is in Mexico.,1,Leon de los Aldama,Mexico,Mexico
The city of Uberlandia is in Uzbekistan.,0,Uberlandia,Uzbekistan,Brazil
The city of Soweto is in Mexico.,0,Soweto,Mexico,South Africa
The city of Pekanbaru is in Belarus.,0,Pekanbaru,Belarus,Indonesia
The city of Gustavo Adolfo Madero is in Mexico.,1,Gustavo Adolfo Madero,Mexico,Mexico
The city of Quezon City is in Pakistan.,0,Quezon City,Pakistan,the Philippines
The city of Salta is in South Africa.,0,Salta,South Africa,Argentina
The city of Izhevsk is in Russia.,1,Izhevsk,Russia,Russia
The city of Guli is in Brazil.,0,Guli,Brazil,China
The city of Yangpu is in China.,1,Yangpu,China,China
The city of Hachioji is in India.,0,Hachioji,India,Japan
The city of Mudanjiang is in India.,0,Mudanjiang,India,China
The city of Daejeon is in South Korea.,1,Daejeon,South Korea,South Korea
The city of Edogawe is in Japan.,1,Edogawe,Japan,Japan
The city of Victoria de Durango is in Mexico.,1,Victoria de Durango,Mexico,Mexico
The city of Moradabad is in India.,1,Moradabad,India,India
The city of Winnipeg is in Canada.,1,Winnipeg,Canada,Canada
The city of Nizhniy Novgorod is in the Democratic Republic of the Congo.,0,Nizhniy Novgorod,the Democratic Republic of the Congo,Russia
The city of Paranaque City is in China.,0,Paranaque City,China,the Philippines
The city of Shubra al Khaymah is in Egypt.,1,Shubra al Khaymah,Egypt,Egypt
The city of Maputo is in China.,0,Maputo,China,Mozambique
The city of Jaboatao dos Guararapes is in Japan.,0,Jaboatao dos Guararapes,Japan,Brazil
The city of Adana is in Turkey.,1,Adana,Turkey,Turkey
